ReportingWeek,x_18Years,x18_24Years,x25_49Years,x50_59Years,x60_69Years,x70_79Years,x80_Years,Country,Dose
"December 27, 2020",5,83,1246,1006,577,553,1652,Austria,First
"January 3, 2021",29,867,11573,7517,3286,2070,5829,Austria,First
"January 10, 2021",105,3092,35503,25297,13213,9924,28673,Austria,First
"January 17, 2021",142,6048,65068,43983,21476,16551,55679,Austria,First
"January 24, 2021",149,7202,74151,49470,24181,18166,66934,Austria,First
"January 31, 2021",170,8009,80538,53835,26095,19318,70733,Austria,First
"February 7, 2021",193,10583,91433,60157,28811,20942,75114,Austria,First
"February 14, 2021",239,13942,111528,71880,33917,23403,95578,Austria,First
"February 21, 2021",297,20556,144310,90096,42709,27173,131724,Austria,First
"February 28, 2021",359,25978,176592,110556,54126,35228,207811,Austria,First
"March 7, 2021",1059,35645,237931,145488,82468,62703,272372,Austria,First
"March 14, 2021",1249,40515,278331,173174,111672,106291,316714,Austria,First
"March 21, 2021",1369,44978,314601,198664,135959,146215,340620,Austria,First
"March 28, 2021",1444,47490,331734,212868,152655,207288,371530,Austria,First
"April 4, 2021",1562,49770,348835,228418,200743,311202,398792,Austria,First
"April 11, 2021",1780,53171,381871,258953,281512,419468,418048,Austria,First
"April 18, 2021",2249,59267,434054,311328,380733,490563,427336,Austria,First
"April 25, 2021",2733,67657,490987,377999,497242,522824,433273,Austria,First
"May 2, 2021",3584,80898,584525,475771,584969,549612,440096,Austria,First
"May 9, 2021",4733,96209,685708,584675,649717,564604,444436,Austria,First
"May 16, 2021",7090,114708,830198,681403,715483,579254,449137,Austria,First
"May 23, 2021",9228,133078,950232,741183,746804,586711,451755,Austria,First
"May 30, 2021",14685,160900,1102869,808794,770997,593494,454326,Austria,First
"June 6, 2021",24701,195603,1245254,871650,785043,598666,456452,Austria,First
"June 13, 2021",41837,226504,1375748,909174,798030,603888,458716,Austria,First
"June 20, 2021",64612,255638,1489611,929075,806946,607784,460422,Austria,First
"June 27, 2021",91530,280737,1578132,946004,815320,611636,462196,Austria,First
"July 4, 2021",107313,307073,1635257,959574,822328,614726,463609,Austria,First
"July 11, 2021",129634,320707,1668895,969619,827753,617330,464784,Austria,First
"July 18, 2021",141507,332134,1700261,978729,832778,619847,466028,Austria,First
"July 25, 2021",150475,338538,1716830,983674,835795,621444,466931,Austria,First
"August 1, 2021",159246,344129,1731894,988359,838466,622817,467652,Austria,First
"August 8, 2021",165085,347609,1741897,991545,840406,623784,468182,Austria,First
"August 15, 2021",172095,351494,1753625,995122,842472,624856,468883,Austria,First
"August 22, 2021",180014,355588,1765616,998849,844606,625994,469600,Austria,First
"August 29, 2021",182753,357007,1769608,1000071,845195,626321,469774,Austria,First
"December 27, 2020",0,19,116,82,81,91,478,Belgium,First
"January 3, 2021",10,355,4269,2580,2242,3443,15077,Belgium,First
"January 10, 2021",93,2199,19612,11862,9557,14530,68960,Belgium,First
"January 17, 2021",897,9191,61036,32421,21834,24069,99407,Belgium,First
"January 24, 2021",1515,14207,88955,45866,29085,28009,107678,Belgium,First
"January 31, 2021",1685,16916,109087,55444,34236,30101,111859,Belgium,First
"February 7, 2021",1751,18730,124092,63590,38287,31426,113942,Belgium,First
"February 14, 2021",1814,22867,150081,75173,42834,32704,114864,Belgium,First
"February 21, 2021",1927,29514,201189,97536,49114,34200,115696,Belgium,First
"February 28, 2021",2193,40768,272413,129005,62013,40189,122993,Belgium,First
"March 7, 2021",2483,51002,330914,155954,84628,55623,136420,Belgium,First
"March 14, 2021",2701,60074,368448,179239,116109,104342,222916,Belgium,First
"March 21, 2021",2814,65159,392665,193476,140865,171188,338777,Belgium,First
"March 28, 2021",2967,68623,411852,204717,167348,244582,483848,Belgium,First
"April 4, 2021",3070,71706,428410,217913,234391,484535,530256,Belgium,First
"April 11, 2021",3165,76118,443793,242952,339740,718678,546154,Belgium,First
"April 18, 2021",3322,81272,466639,301561,546561,815169,553766,Belgium,First
"April 25, 2021",3709,86865,498273,379137,772869,831093,559806,Belgium,First
"May 2, 2021",4113,92371,581242,514904,1008350,842478,564149,Belgium,First
"May 9, 2021",4541,98443,692334,646482,1062829,849735,566700,Belgium,First
"May 16, 2021",4861,103558,840284,887890,1099197,854312,568486,Belgium,First
"May 23, 2021",5270,111594,977659,942981,1121874,856282,569243,Belgium,First
"May 30, 2021",6351,130870,1195171,1112979,1186854,859446,570658,Belgium,First
"June 6, 2021",8155,158694,1477785,1276582,1203030,861826,571797,Belgium,First
"June 13, 2021",13964,220004,1998400,1307587,1208991,863718,572684,Belgium,First
"June 20, 2021",47290,327729,2419044,1318248,1212674,865069,573375,Belgium,First
"June 27, 2021",90185,444538,2648431,1324307,1215340,866181,573854,Belgium,First
"July 4, 2021",118023,530556,2692543,1328446,1217654,867602,574504,Belgium,First
"July 11, 2021",178315,582393,2724798,1332741,1220337,869010,575196,Belgium,First
"July 18, 2021",253434,599787,2744636,1336370,1222442,870027,575754,Belgium,First
"July 25, 2021",349641,610412,2762964,1339673,1224264,870877,576168,Belgium,First
"August 1, 2021",453629,620218,2782712,1343027,1226145,871714,576514,Belgium,First
"August 8, 2021",504887,627966,2800419,1345958,1227449,872340,576801,Belgium,First
"August 15, 2021",530705,634168,2816044,1347871,1228283,872773,576983,Belgium,First
"August 22, 2021",552401,640371,2830391,1349499,1228987,873112,577143,Belgium,First
"August 29, 2021",554340,640882,2831652,1349698,1229035,873144,577150,Belgium,First
"December 27, 2020",0,42,1509,1668,1234,251,35,Bulgaria,First
"January 3, 2021",0,162,4319,4368,3668,827,128,Bulgaria,First
"January 10, 2021",0,215,5820,5946,5013,1165,190,Bulgaria,First
"January 17, 2021",0,267,6912,6854,5883,1388,228,Bulgaria,First
"January 24, 2021",0,320,8891,8707,7686,2013,413,Bulgaria,First
"January 31, 2021",0,423,12367,12283,10581,2946,1033,Bulgaria,First
"February 7, 2021",0,569,18015,17156,13844,3682,1400,Bulgaria,First
"February 14, 2021",0,1350,32824,27496,21463,6668,2400,Bulgaria,First
"February 21, 2021",0,3050,54738,43558,42434,23833,6987,Bulgaria,First
"February 28, 2021",0,4086,68738,54592,59922,39563,11130,Bulgaria,First
"March 7, 2021",0,4927,78855,62008,70655,49431,14019,Bulgaria,First
"March 14, 2021",0,5382,85633,65968,74191,51319,14595,Bulgaria,First
"March 21, 2021",0,6769,102203,75637,85515,60340,17199,Bulgaria,First
"March 28, 2021",0,8276,120043,85778,97423,70183,20251,Bulgaria,First
"April 4, 2021",0,9522,134589,94727,111714,83601,24479,Bulgaria,First
"April 11, 2021",0,10594,147954,102924,124330,95210,28081,Bulgaria,First
"April 18, 2021",0,11808,162768,111236,136048,105431,31166,Bulgaria,First
"April 25, 2021",0,13430,178597,119705,147154,114619,34067,Bulgaria,First
"May 2, 2021",0,15295,191705,126130,155173,120897,35941,Bulgaria,First
"May 9, 2021",0,17253,208613,135241,167689,132255,39561,Bulgaria,First
"May 16, 2021",0,19024,223945,143792,180897,144635,43658,Bulgaria,First
"May 23, 2021",0,20272,234166,149575,190017,153105,46550,Bulgaria,First
"May 30, 2021",0,21658,244041,154950,197720,160383,49047,Bulgaria,First
"June 6, 2021",144,23045,253005,159881,204814,166985,51282,Bulgaria,First
"June 13, 2021",277,24206,260449,164103,210461,171881,52943,Bulgaria,First
"June 20, 2021",663,25160,266872,167984,215601,176423,54408,Bulgaria,First
"June 27, 2021",1147,26221,273558,171729,220399,180367,55667,Bulgaria,First
"July 4, 2021",1742,27490,281229,176219,225851,184783,57096,Bulgaria,First
"July 11, 2021",2370,28695,289165,180579,230751,188671,58295,Bulgaria,First
"July 18, 2021",2938,29911,296821,184941,235248,192308,59458,Bulgaria,First
"July 25, 2021",3626,31268,306146,189798,240550,196206,60676,Bulgaria,First
"August 1, 2021",4394,32633,315404,194862,246153,200248,61919,Bulgaria,First
"August 8, 2021",5210,33846,324064,199474,251055,204017,63117,Bulgaria,First
"August 15, 2021",5987,35108,332529,203737,255698,207577,64278,Bulgaria,First
"August 22, 2021",6920,36659,342218,208361,260460,211108,65455,Bulgaria,First
"August 29, 2021",6920,36659,342218,208361,260460,211108,65455,Bulgaria,First
"December 20, 2020",0,11,351,245,169,320,869,Croatia,First
"December 27, 2020",0,149,3010,1890,1311,1719,4320,Croatia,First
"January 3, 2021",7,532,9685,6023,4133,3530,7218,Croatia,First
"January 10, 2021",17,888,15794,10314,7110,5542,9503,Croatia,First
"January 17, 2021",21,1127,19822,13098,9380,7132,11246,Croatia,First
"January 24, 2021",22,1159,20271,13410,9705,7381,11526,Croatia,First
"January 31, 2021",25,1207,20867,13890,10199,7827,11851,Croatia,First
"February 7, 2021",31,1379,23435,15987,13372,11124,14184,Croatia,First
"February 14, 2021",37,1789,28562,20205,19747,19698,25201,Croatia,First
"February 21, 2021",50,2107,32951,24227,29625,38188,47849,Croatia,First
"February 28, 2021",73,2351,36287,27750,40146,59434,61517,Croatia,First
"March 7, 2021",84,3016,40099,31791,52727,80986,70881,Croatia,First
"March 14, 2021",103,3342,44346,36680,68250,102173,76729,Croatia,First
"March 21, 2021",115,3752,49138,42216,85649,121632,81791,Croatia,First
"March 28, 2021",128,4300,53924,48110,105251,140172,86434,Croatia,First
"April 4, 2021",136,4682,60255,56366,127127,154177,89533,Croatia,First
"April 11, 2021",159,5623,72461,69721,157847,169461,93401,Croatia,First
"April 18, 2021",193,7441,84757,82132,183129,184741,97362,Croatia,First
"April 25, 2021",216,8830,106078,100669,208630,197054,100920,Croatia,First
"May 2, 2021",329,12884,162850,144240,253794,214449,106107,Croatia,First
"May 9, 2021",519,20415,236421,186455,287491,227390,110568,Croatia,First
"May 16, 2021",760,29293,300781,220121,310814,236365,113610,Croatia,First
"May 23, 2021",1155,37183,344733,239894,325501,242540,115730,Croatia,First
"May 30, 2021",1559,42669,371118,250463,333617,246148,117036,Croatia,First
"June 6, 2021",2492,50601,395392,260801,341556,249518,118304,Croatia,First
"June 13, 2021",3129,53775,408259,266674,346218,251733,119099,Croatia,First
"June 20, 2021",3746,55966,416387,270470,349192,253114,119588,Croatia,First
"June 27, 2021",4476,59078,428308,276208,353966,255373,120430,Croatia,First
"July 4, 2021",5288,63335,443781,283109,359371,257748,121346,Croatia,First
"July 11, 2021",5968,66652,455080,288046,363053,259438,122040,Croatia,First
"July 18, 2021",6556,69419,464449,292032,366046,260825,122664,Croatia,First
"July 25, 2021",7040,71641,471943,294934,368225,261870,123172,Croatia,First
"August 1, 2021",7393,73024,476580,296750,369708,262564,123486,Croatia,First
"August 8, 2021",7712,74283,481149,298454,371151,263184,123776,Croatia,First
"August 15, 2021",8134,75707,486440,300606,372792,263928,124074,Croatia,First
"August 22, 2021",8674,77430,493237,303237,374808,264866,124530,Croatia,First
"August 29, 2021",8741,77633,493915,303525,375023,264971,124579,Croatia,First
"December 20, 2020",0,5,66,17,35,28,218,Cyprus,First
"December 27, 2020",0,30,861,416,406,309,988,Cyprus,First
"January 3, 2021",0,63,1952,916,746,482,1926,Cyprus,First
"January 10, 2021",0,78,2628,1253,1041,611,4897,Cyprus,First
"January 17, 2021",0,111,2952,1439,1192,747,8954,Cyprus,First
"January 24, 2021",0,124,3104,1521,1260,845,12974,Cyprus,First
"January 31, 2021",0,140,3336,1644,1363,1029,15754,Cyprus,First
"February 7, 2021",0,160,3864,1944,1662,1756,20524,Cyprus,First
"February 14, 2021",0,309,4649,2281,1994,6533,23875,Cyprus,First
"February 21, 2021",0,390,5070,2459,2194,20680,25133,Cyprus,First
"February 28, 2021",0,437,5713,2710,3095,32781,26011,Cyprus,First
"March 7, 2021",0,534,6233,2955,8818,45571,27168,Cyprus,First
"March 14, 2021",0,547,6343,3027,10626,46894,27353,Cyprus,First
"March 21, 2021",3,564,6682,3189,18035,50550,27994,Cyprus,First
"March 28, 2021",12,682,8274,4698,21905,51282,28232,Cyprus,First
"April 4, 2021",24,804,9840,6243,34599,53172,28782,Cyprus,First
"April 11, 2021",26,849,10444,16655,42558,53550,28926,Cyprus,First
"April 18, 2021",27,910,14302,33764,50045,53695,29007,Cyprus,First
"April 25, 2021",31,995,43791,43270,52889,53776,29060,Cyprus,First
"May 2, 2021",33,1090,73261,52353,60620,54917,29156,Cyprus,First
"May 9, 2021",36,1514,113380,57001,64912,55643,29429,Cyprus,First
"May 16, 2021",36,7544,127720,62694,68428,56064,29580,Cyprus,First
"May 23, 2021",38,14662,133987,68277,71754,56242,29633,Cyprus,First
"May 30, 2021",39,17199,144141,69061,72055,58174,30173,Cyprus,First
"June 6, 2021",41,18348,162597,69695,72629,59834,30674,Cyprus,First
"June 13, 2021",105,22301,172032,73253,75864,60515,30923,Cyprus,First
"June 20, 2021",127,23519,176585,74263,76576,60784,31022,Cyprus,First
"June 27, 2021",1146,25165,181966,75417,77411,61097,31151,Cyprus,First
"July 4, 2021",2505,27144,187853,76571,78008,61319,31232,Cyprus,First
"July 11, 2021",3907,30923,198713,78921,79247,61779,31431,Cyprus,First
"July 18, 2021",4695,34276,207952,80645,80176,62242,31632,Cyprus,First
"July 25, 2021",5293,37501,215656,81767,80835,62596,31819,Cyprus,First
"August 1, 2021",7199,40271,222579,82794,81429,62915,31968,Cyprus,First
"August 8, 2021",9319,41843,226210,83497,81819,63105,32049,Cyprus,First
"August 15, 2021",11287,43081,229464,84116,82198,63291,32126,Cyprus,First
"August 22, 2021",13059,44196,232227,84666,82510,63423,32195,Cyprus,First
"August 29, 2021",13059,44196,232227,84666,82510,63423,32195,Cyprus,First
"December 20, 2020",0,49,684,249,178,67,26,Czech Republic,First
"December 27, 2020",0,446,7636,2901,1822,674,735,Czech Republic,First
"January 3, 2021",10,1470,26123,10875,6461,2484,2432,Czech Republic,First
"January 10, 2021",50,3586,55239,24750,15635,8266,14172,Czech Republic,First
"January 17, 2021",67,4604,70642,33642,21967,13171,52199,Czech Republic,First
"January 24, 2021",95,5278,77510,37504,24868,15295,79560,Czech Republic,First
"January 31, 2021",98,5589,81142,39393,26421,16672,95297,Czech Republic,First
"February 7, 2021",110,6048,86443,42256,28435,18800,112714,Czech Republic,First
"February 14, 2021",134,6789,94641,46447,31817,22183,144753,Czech Republic,First
"February 21, 2021",208,7981,108463,53492,37333,27978,187563,Czech Republic,First
"February 28, 2021",228,9696,137446,75707,56991,77660,228088,Czech Republic,First
"March 7, 2021",311,12306,169017,97421,73386,194920,257797,Czech Republic,First
"March 14, 2021",381,14856,196670,116328,87422,313086,275550,Czech Republic,First
"March 21, 2021",447,16797,218464,128887,101099,393402,287836,Czech Republic,First
"March 28, 2021",478,18167,235051,138991,116089,445670,297528,Czech Republic,First
"April 4, 2021",532,19842,257069,152309,138162,520131,308399,Czech Republic,First
"April 11, 2021",656,22458,294834,175747,194314,624804,318129,Czech Republic,First
"April 18, 2021",899,25879,338237,202556,323914,684753,324832,Czech Republic,First
"April 25, 2021",1115,28804,371735,239245,522068,724680,330256,Czech Republic,First
"May 2, 2021",1414,32461,419947,395761,683441,757957,335985,Czech Republic,First
"May 9, 2021",1717,36571,530028,600738,774947,783470,341132,Czech Republic,First
"May 16, 2021",2091,40456,765047,704024,825253,800955,344926,Czech Republic,First
"May 23, 2021",2452,44550,994267,756746,855697,813038,347626,Czech Republic,First
"May 30, 2021",3930,53899,1257428,793877,879234,823043,349887,Czech Republic,First
"June 6, 2021",11201,90424,1491237,821099,896793,830996,351828,Czech Republic,First
"June 13, 2021",20465,142167,1636836,837128,907614,835966,353061,Czech Republic,First
"June 20, 2021",32744,189989,1731065,849187,915546,839859,354020,Czech Republic,First
"June 27, 2021",48511,226234,1798803,860002,923085,843602,354859,Czech Republic,First
"July 4, 2021",65985,247166,1848295,869162,929261,846584,355431,Czech Republic,First
"July 11, 2021",95209,270646,1911610,881961,937938,850705,356296,Czech Republic,First
"July 18, 2021",124828,287493,1956956,892104,944352,853950,357101,Czech Republic,First
"July 25, 2021",157081,303644,1998310,900847,949990,856889,357856,Czech Republic,First
"August 1, 2021",180782,314809,2027577,906890,953924,858944,358426,Czech Republic,First
"August 8, 2021",197234,321756,2045907,910866,956484,860380,358880,Czech Republic,First
"August 15, 2021",209096,327754,2062091,914584,958740,861588,359223,Czech Republic,First
"August 22, 2021",221541,333388,2076899,917939,960940,862737,359546,Czech Republic,First
"August 29, 2021",221541,333388,2076899,917939,960940,862737,359546,Czech Republic,First
"December 27, 2020",0,1152,15042,8717,6324,4423,11303,Denmark,First
"January 3, 2021",0,2826,33895,20750,15660,11342,28528,Denmark,First
"January 10, 2021",0,4057,48367,28487,23433,20292,43168,Denmark,First
"January 17, 2021",0,4446,51114,30014,25053,22348,46483,Denmark,First
"January 24, 2021",0,4690,52459,30961,25799,22952,47188,Denmark,First
"January 31, 2021",0,4904,54001,31807,26703,24532,52531,Denmark,First
"February 7, 2021",0,6606,64240,37277,29916,25857,70849,Denmark,First
"February 14, 2021",0,9265,78791,46132,36248,31654,117593,Denmark,First
"February 21, 2021",0,14003,109196,65655,54321,46885,139988,Denmark,First
"February 28, 2021",0,19843,142723,85081,74100,67057,152111,Denmark,First
"March 7, 2021",0,22516,156359,93074,81916,74997,158882,Denmark,First
"March 14, 2021",0,23758,163038,98024,88075,83159,183117,Denmark,First
"March 21, 2021",0,24540,167758,101455,92621,94233,214057,Denmark,First
"March 28, 2021",0,25332,172963,106118,98746,136200,241694,Denmark,First
"April 4, 2021",0,25986,176779,109003,102878,216658,257161,Denmark,First
"April 11, 2021",0,26590,180190,111670,117399,379075,264422,Denmark,First
"April 18, 2021",0,27142,183547,114212,157599,480632,266804,Denmark,First
"April 25, 2021",0,27659,186959,116900,246963,528727,268896,Denmark,First
"May 2, 2021",0,28287,191191,121086,364031,540490,270176,Denmark,First
"May 9, 2021",0,28903,194895,154298,476966,547936,271176,Denmark,First
"May 16, 2021",0,29771,200032,273062,556134,552291,271972,Denmark,First
"May 23, 2021",0,31468,219973,457485,604476,555156,272651,Denmark,First
"May 30, 2021",0,44548,285605,596799,622540,557137,273115,Denmark,First
"June 6, 2021",0,101826,417844,688733,629052,558534,273496,Denmark,First
"June 13, 2021",0,184812,569777,716933,632572,559559,273781,Denmark,First
"June 20, 2021",0,254074,696860,727466,634707,560214,273999,Denmark,First
"June 27, 2021",0,300187,799166,733104,636193,560688,274158,Denmark,First
"July 4, 2021",0,344215,1012625,738314,638018,561275,274332,Denmark,First
"July 11, 2021",0,364610,1198883,741322,639144,561688,274482,Denmark,First
"July 18, 2021",0,379616,1312514,744267,640210,562070,274611,Denmark,First
"July 25, 2021",0,387432,1379594,746379,640990,562383,274712,Denmark,First
"August 1, 2021",0,392493,1413388,747969,641591,562590,274796,Denmark,First
"August 8, 2021",0,396778,1435917,749422,642154,562800,274868,Denmark,First
"August 15, 2021",0,400956,1455294,750859,642715,563040,274954,Denmark,First
"August 22, 2021",0,400956,1455294,750859,642715,563040,274954,Denmark,First
"August 29, 2021",0,400956,1455294,750859,642715,563040,274954,Denmark,First
"December 20, 2020",0,8,104,50,26,2,1,Estonia,First
"December 27, 2020",0,110,1240,585,469,102,16,Estonia,First
"January 3, 2021",0,523,4976,2582,2073,589,171,Estonia,First
"January 10, 2021",0,818,7248,4005,3466,1276,1233,Estonia,First
"January 17, 2021",0,947,8467,4929,4383,1986,2767,Estonia,First
"January 24, 2021",0,1107,9821,5838,5167,2523,3625,Estonia,First
"January 31, 2021",0,1330,11708,7008,6187,3685,5794,Estonia,First
"February 7, 2021",0,1662,12903,7787,6983,5471,11180,Estonia,First
"February 14, 2021",0,1949,16788,10613,9591,7960,15347,Estonia,First
"February 21, 2021",0,2521,22681,13969,12517,8942,17939,Estonia,First
"February 28, 2021",0,3441,29598,18987,18475,10653,20999,Estonia,First
"March 7, 2021",0,4118,36526,24239,29449,18824,25021,Estonia,First
"March 14, 2021",0,5021,43039,28561,35240,26938,28237,Estonia,First
"March 21, 2021",0,5402,46907,31524,40872,36765,32391,Estonia,First
"March 28, 2021",0,5835,51732,36666,50876,45637,35416,Estonia,First
"April 4, 2021",0,6151,55632,40663,59834,57144,39309,Estonia,First
"April 11, 2021",0,6473,59863,45095,68707,65776,41712,Estonia,First
"April 18, 2021",0,6930,64889,50079,76135,69938,43045,Estonia,First
"April 25, 2021",0,7749,72749,57861,83092,73046,44346,Estonia,First
"May 2, 2021",0,8761,82907,71266,89137,74918,45117,Estonia,First
"May 9, 2021",0,9771,95103,80001,92696,75892,45642,Estonia,First
"May 16, 2021",0,10902,119189,83715,94353,76416,45876,Estonia,First
"May 23, 2021",0,15812,136338,85827,95567,76914,46159,Estonia,First
"May 30, 2021",0,19999,152541,87965,96838,77394,46421,Estonia,First
"June 6, 2021",1066,23517,165788,90086,98118,77822,46631,Estonia,First
"June 13, 2021",2542,26165,175512,92077,99337,78242,46845,Estonia,First
"June 20, 2021",4175,27134,179240,92781,99729,78362,46914,Estonia,First
"June 27, 2021",6732,28308,183785,93948,100561,78646,47043,Estonia,First
"July 4, 2021",9658,29760,190033,95625,101722,79034,47214,Estonia,First
"July 11, 2021",12379,31062,195071,97072,102648,79337,47352,Estonia,First
"July 18, 2021",16377,33600,202203,99025,103994,79882,47579,Estonia,First
"July 25, 2021",20198,35448,209155,100977,105351,80372,47805,Estonia,First
"August 1, 2021",25186,38087,218802,103522,106948,81003,48150,Estonia,First
"August 8, 2021",28885,40649,227963,106024,108810,81781,48539,Estonia,First
"August 15, 2021",31156,42648,234940,108033,110206,82301,48818,Estonia,First
"August 22, 2021",33577,44908,241935,109826,111556,82808,49098,Estonia,First
"August 29, 2021",33577,44908,241935,109826,111556,82808,49098,Estonia,First
"December 20, 2020",0,4,21,15,3,11,13,Finland,First
"December 27, 2020",1,193,3707,1328,528,49,40,Finland,First
"January 3, 2021",7,745,12349,4707,2064,439,1077,Finland,First
"January 10, 2021",38,2096,28854,12939,6449,2830,8717,Finland,First
"January 17, 2021",121,3949,43504,21560,12001,7839,25675,Finland,First
"January 24, 2021",181,5270,52071,26741,15581,12100,44270,Finland,First
"January 31, 2021",210,5859,55824,28900,17168,13991,56536,Finland,First
"February 7, 2021",234,6335,59385,31148,20890,18337,81512,Finland,First
"February 14, 2021",251,7096,65129,35799,33344,27475,126774,Finland,First
"February 21, 2021",273,7667,70271,43203,54556,41520,172463,Finland,First
"February 28, 2021",304,8331,75914,54281,79546,68446,213696,Finland,First
"March 7, 2021",358,9136,84792,68811,102139,113785,244680,Finland,First
"March 14, 2021",420,9948,93131,80267,121148,183571,261514,Finland,First
"March 21, 2021",457,10138,94798,82181,127821,273123,270903,Finland,First
"March 28, 2021",545,10674,99183,85797,145043,374319,276110,Finland,First
"April 4, 2021",682,12333,114057,98623,192233,461508,279444,Finland,First
"April 11, 2021",1026,16258,146805,126000,283236,507183,282660,Finland,First
"April 18, 2021",1436,20567,180873,167166,378864,521207,284531,Finland,First
"April 25, 2021",2081,25428,212101,236443,462567,527322,285527,Finland,First
"May 2, 2021",3004,29091,243894,336728,526474,531482,286667,Finland,First
"May 9, 2021",3822,31703,290788,414592,559189,534413,287842,Finland,First
"May 16, 2021",4399,34276,371205,482607,584039,537046,290046,Finland,First
"May 23, 2021",4858,36709,470009,527444,597919,539301,291246,Finland,First
"May 30, 2021",6010,40676,600562,556283,607765,541880,292358,Finland,First
"June 6, 2021",8513,50410,777780,575818,615826,544147,292999,Finland,First
"June 13, 2021",13834,74992,956177,586151,620695,546137,293458,Finland,First
"June 20, 2021",20519,106647,1044379,590813,623235,547513,293746,Finland,First
"June 27, 2021",34025,159730,1117738,596150,626843,549921,294106,Finland,First
"July 4, 2021",49782,197085,1161781,601094,630768,552115,294466,Finland,First
"July 11, 2021",61336,224205,1197040,605680,635004,553172,294755,Finland,First
"July 18, 2021",69628,244612,1225073,610738,638260,554088,295025,Finland,First
"July 25, 2021",77581,262113,1254536,616186,641659,555061,295303,Finland,First
"August 1, 2021",86008,277636,1285200,621646,645075,556204,295616,Finland,First
"August 8, 2021",130911,289118,1310932,625675,647598,557089,295906,Finland,First
"August 15, 2021",191952,297352,1330680,628799,649579,557809,296173,Finland,First
"August 22, 2021",231454,303041,1344413,631136,651049,558333,296397,Finland,First
"August 29, 2021",231454,303041,1344413,631136,651049,558333,296397,Finland,First
"December 27, 2020",12,36,399,309,377,332,378,France,First
"January 3, 2021",31,613,14582,39114,22483,9253,17007,France,First
"January 10, 2021",109,3275,75426,153476,82675,48116,86064,France,First
"January 17, 2021",223,6684,138274,239548,139559,231799,369804,France,First
"January 24, 2021",378,9094,176770,284436,177992,395065,615155,France,First
"January 31, 2021",489,10799,201470,309821,203331,517618,786302,France,First
"February 7, 2021",625,16756,262616,340084,232226,625293,925490,France,First
"February 14, 2021",752,25224,330248,368757,257898,695196,1016468,France,First
"February 21, 2021",950,34968,398818,452274,335173,776706,1114560,France,First
"February 28, 2021",1293,48320,500179,624239,547107,1029596,1331932,France,First
"March 7, 2021",1723,64758,631792,807429,844211,1415720,1599260,France,First
"March 14, 2021",2061,73597,714114,901293,1034229,1790652,1906435,France,First
"March 21, 2021",2522,88325,844247,1087527,1449318,2356280,2218027,France,First
"March 28, 2021",3041,111970,1028845,1278528,1817750,2894671,2437046,France,First
"April 4, 2021",3655,138349,1224459,1500304,2224129,3411937,2612726,France,First
"April 11, 2021",4304,165374,1430473,1814447,2829688,3848001,2768901,France,First
"April 18, 2021",4973,187820,1617853,2127967,3483785,4113604,2871302,France,First
"April 25, 2021",5750,218803,1903666,2530733,4199236,4360391,2969615,France,First
"May 2, 2021",7376,283691,2538187,3033418,4750063,4545041,3047283,France,First
"May 9, 2021",12433,453367,3558219,3775205,5127225,4674720,3102934,France,First
"May 16, 2021",19557,729035,4878963,4480878,5444503,4786456,3153769,France,First
"May 23, 2021",29115,1023538,6109641,4964016,5657208,4864152,3191282,France,First
"May 30, 2021",43720,1417914,7533496,5360170,5846361,4939450,3230710,France,First
"June 6, 2021",72295,1805925,8821956,5672655,6001388,5003697,3264550,France,First
"June 13, 2021",345284,2072785,9670336,5881212,6111633,5052162,3290229,France,First
"June 20, 2021",586896,2279490,10246453,6031773,6194015,5089540,3310490,France,First
"June 27, 2021",817629,2459598,10741947,6169570,6272277,5124356,3329299,France,First
"July 4, 2021",1031544,2638653,11274220,6323402,6358939,5162128,3349511,France,First
"July 11, 2021",1295725,2919975,12072212,6525769,6462759,5204205,3370340,France,First
"July 18, 2021",1625436,3314129,13177818,6801911,6599825,5258885,3397756,France,First
"July 25, 2021",2025489,3742184,14390568,7108924,6749950,5320402,3430015,France,First
"August 1, 2021",2411194,4054851,15308906,7356809,6876252,5376086,3460357,France,First
"August 8, 2021",2680683,4270284,15980244,7538995,6972160,5420567,3486682,France,First
"August 15, 2021",2902623,4415857,16446110,7665139,7039592,5452910,3508456,France,First
"August 22, 2021",3113310,4522864,16783686,7754892,7088775,5477458,3525671,France,First
"August 29, 2021",3113310,4522864,16783686,7754892,7088775,5477458,3525671,France,First
"December 20, 2020",0,1,64,74,98,2,1,Greece,First
"December 27, 2020",0,6,2046,1308,492,13,2,Greece,First
"January 3, 2021",0,149,22357,15790,5873,168,409,Greece,First
"January 10, 2021",0,556,38253,25329,9622,1391,6147,Greece,First
"January 17, 2021",0,830,48869,31367,11844,2686,63217,Greece,First
"January 24, 2021",0,1285,59582,36769,14478,3941,118329,Greece,First
"January 31, 2021",0,1702,69076,41155,16477,4720,186035,Greece,First
"February 7, 2021",0,1928,76551,44393,18039,5402,225935,Greece,First
"February 14, 2021",0,2613,84979,47726,60944,20070,253831,Greece,First
"February 21, 2021",0,2884,91716,50084,106495,47163,276138,Greece,First
"February 28, 2021",0,3401,99775,53167,165472,77312,326494,Greece,First
"March 7, 2021",0,3960,107303,55806,218515,126583,364772,Greece,First
"March 14, 2021",0,4287,111630,57594,252817,163807,385927,Greece,First
"March 21, 2021",0,4595,116543,59646,289231,184520,400171,Greece,First
