ReportingWeek,x_18Years,x18_24Years,x25_49Years,x50_59Years,x60_69Years,x70_79Years,x80_Years,Country,Dose
"April 11, 2021",0,3962,32700,18923,14395,48963,173193,Norway,Full
"April 18, 2021",0,4140,34425,20500,15944,50151,174142,Norway,Full
"April 25, 2021",0,4588,38538,23281,19290,81359,190958,Norway,Full
"May 2, 2021",0,5889,49059,28859,26702,149927,198824,Norway,Full
"May 9, 2021",0,7168,58947,35074,38071,204780,201253,Norway,Full
"May 16, 2021",0,9138,73489,48805,68004,295087,203055,Norway,Full
"May 23, 2021",0,11400,87415,65871,140943,370780,204470,Norway,Full
"May 30, 2021",0,16205,112736,90739,235463,398672,205489,Norway,Full
"June 6, 2021",0,19845,140588,130741,312696,408841,206202,Norway,Full
"June 13, 2021",135,23199,169991,158148,347724,413044,206831,Norway,Full
"June 20, 2021",261,26746,196497,181372,373650,415496,207304,Norway,Full
"June 27, 2021",325,28160,204362,188176,379379,416491,207546,Norway,Full
"July 4, 2021",407,29713,213119,195207,385930,417345,207761,Norway,Full
"July 11, 2021",572,34726,244586,217060,404648,418670,208100,Norway,Full
"July 18, 2021",772,40261,266796,236512,416113,419477,208350,Norway,Full
"July 25, 2021",1189,50034,293531,260915,428375,420117,208548,Norway,Full
"August 1, 2021",1889,69037,344204,307069,451019,420808,208756,Norway,Full
"August 8, 2021",3192,100166,438968,403790,488830,421486,208986,Norway,Full
"August 15, 2021",6010,145167,615673,502697,508224,422097,209193,Norway,Full
"August 22, 2021",10391,227253,886215,564881,521066,422809,209435,Norway,Full
"August 29, 2021",10391,227253,886215,564881,521066,422809,209435,Norway,Full
"December 27, 2020",0,0,1,1,0,0,1,Poland,Full
"January 3, 2021",0,0,11,7,5,0,2,Poland,Full
"January 10, 2021",0,83,346,155,79,10,2,Poland,Full
"January 17, 2021",0,1069,22301,14933,8134,1612,432,Poland,Full
"January 24, 2021",0,7871,93333,60266,33118,6709,2105,Poland,Full
"January 31, 2021",0,28510,210942,126929,71320,14633,4801,Poland,Full
"February 7, 2021",0,38046,280610,163937,101889,32524,40001,Poland,Full
"February 14, 2021",0,46621,327662,186258,117380,61083,205467,Poland,Full
"February 21, 2021",0,52206,351405,196552,128702,120736,350241,Poland,Full
"February 28, 2021",0,55578,367976,203604,141304,214280,460309,Poland,Full
"March 7, 2021",0,57343,377851,207967,150779,295051,527020,Poland,Full
"March 14, 2021",0,58448,385598,211387,161917,393134,582779,Poland,Full
"March 21, 2021",0,59322,392824,214819,176567,520453,637824,Poland,Full
"March 28, 2021",0,59780,396332,216339,183403,573334,653354,Poland,Full
"April 4, 2021",0,60051,398958,217713,186917,592102,658388,Poland,Full
"April 11, 2021",0,60680,406403,226633,219864,711950,699694,Poland,Full
"April 18, 2021",0,62619,436776,258373,271362,884130,747143,Poland,Full
"April 25, 2021",0,66193,528069,309853,337994,1072325,793618,Poland,Full
"May 2, 2021",0,71873,659892,384677,490780,1252083,830153,Poland,Full
"May 9, 2021",0,86895,875141,534707,747480,1506073,873813,Poland,Full
"May 16, 2021",0,110581,1088099,719611,1090115,1706325,906504,Poland,Full
"May 23, 2021",0,154268,1417341,1061243,1465838,1854486,933108,Poland,Full
"May 30, 2021",0,196137,1943247,1377710,1805603,1969378,954765,Poland,Full
"June 6, 2021",0,258973,2703341,1625080,2217428,2029679,969376,Poland,Full
"June 13, 2021",0,382716,3444632,1809722,2561467,2070551,980565,Poland,Full
"June 20, 2021",0,530278,4144266,2013809,2878047,2108770,991043,Poland,Full
"June 27, 2021",0,653120,4699857,2190111,3098102,2142505,1000807,Poland,Full
"July 4, 2021",0,806925,5311906,2365645,3263053,2180596,1012954,Poland,Full
"July 11, 2021",0,932569,5827009,2502913,3377846,2216360,1024845,Poland,Full
"July 18, 2021",0,1012136,6182110,2599417,3462082,2240646,1033175,Poland,Full
"July 25, 2021",0,1070340,6433290,2667639,3518718,2258057,1039530,Poland,Full
"August 1, 2021",0,1111476,6615427,2717482,3558592,2272635,1045303,Poland,Full
"August 8, 2021",0,1143662,6760143,2756344,3589302,2284402,1050162,Poland,Full
"August 15, 2021",0,1173423,6892988,2791071,3616426,2295093,1054882,Poland,Full
"August 22, 2021",0,1200854,7017297,2823710,3640833,2304402,1059051,Poland,Full
"August 29, 2021",0,1211033,7059351,2834217,3649070,2307818,1060472,Poland,Full
"December 20, 2020",0,0,1,0,0,0,0,Portugal,Full
"December 27, 2020",0,1,7,0,0,0,0,Portugal,Full
"January 3, 2021",0,4,57,6,1,1,7,Portugal,Full
"January 10, 2021",0,60,855,219,118,1,7,Portugal,Full
"January 17, 2021",1,1258,22669,6649,3058,139,263,Portugal,Full
"January 24, 2021",4,2901,48924,15775,7571,1060,3648,Portugal,Full
"January 31, 2021",8,3844,61488,22370,11700,3725,14290,Portugal,Full
"February 7, 2021",74,6912,92393,38546,21352,11695,45818,Portugal,Full
"February 14, 2021",90,8656,111452,47802,27525,16460,55067,Portugal,Full
"February 21, 2021",122,9355,118771,51475,29685,18042,60262,Portugal,Full
"February 28, 2021",152,10392,128788,55803,32371,20806,73005,Portugal,Full
"March 7, 2021",177,11033,135025,58943,34411,23460,110266,Portugal,Full
"March 14, 2021",200,11421,138278,60584,36950,28408,207631,Portugal,Full
"March 21, 2021",211,11582,139883,61262,38325,29511,224527,Portugal,Full
"March 28, 2021",225,11673,140969,61754,40107,35325,299912,Portugal,Full
"April 4, 2021",229,11831,142206,62366,41745,39299,345713,Portugal,Full
"April 11, 2021",235,11925,142991,62734,42658,42126,395157,Portugal,Full
"April 18, 2021",249,12016,143833,63930,44983,53590,518341,Portugal,Full
"April 25, 2021",277,12188,144777,65689,55460,90609,558104,Portugal,Full
"May 2, 2021",292,13017,152826,72000,92494,226123,589883,Portugal,Full
"May 9, 2021",336,18419,253160,143819,152145,284457,599852,Portugal,Full
"May 16, 2021",361,20868,275140,187676,218994,361086,608215,Portugal,Full
"May 23, 2021",400,24143,293484,250356,355373,462884,614562,Portugal,Full
"May 30, 2021",514,26807,317252,317624,545705,511385,620613,Portugal,Full
"June 6, 2021",677,29710,349284,381789,660019,543600,625423,Portugal,Full
"June 13, 2021",1007,34245,434664,546841,746656,585347,630197,Portugal,Full
"June 20, 2021",1301,37240,490827,698903,805226,655393,634975,Portugal,Full
"June 27, 2021",1572,40280,552196,844423,891765,784161,640386,Portugal,Full
"July 4, 2021",2228,45302,699005,1028738,1046333,906733,645615,Portugal,Full
"July 11, 2021",2540,53065,1015086,1117715,1119711,936341,649146,Portugal,Full
"July 18, 2021",2798,72635,1358330,1205346,1166353,959424,652227,Portugal,Full
"July 25, 2021",3172,95142,1711568,1267824,1208158,974725,655108,Portugal,Full
"August 1, 2021",3366,151428,2093994,1311388,1224181,980661,657200,Portugal,Full
"August 8, 2021",3766,233738,2330543,1330626,1232057,983999,658920,Portugal,Full
"August 15, 2021",5321,307743,2474991,1341420,1235482,985648,660046,Portugal,Full
"August 22, 2021",8694,351031,2554005,1347960,1238095,987081,661010,Portugal,Full
"August 29, 2021",8694,351031,2554005,1347960,1238095,987081,661010,Portugal,Full
"May 23, 2021",17915,195766,1370347,677996,761261,459230,147675,Romania,Full
"May 30, 2021",23084,233510,1518914,741614,809998,481823,154870,Romania,Full
"June 6, 2021",27410,258403,1619280,785299,844635,499450,160551,Romania,Full
"June 13, 2021",31547,275667,1688134,814467,869029,511791,164770,Romania,Full
"June 20, 2021",43201,289554,1740822,836344,886951,520779,167808,Romania,Full
"June 27, 2021",50137,299788,1782146,852157,899529,527341,170087,Romania,Full
"July 4, 2021",53932,307857,1815441,864360,908935,532055,171862,Romania,Full
"July 11, 2021",57084,314755,1846210,875198,916950,536154,173352,Romania,Full
"July 18, 2021",60210,322110,1880326,886678,924986,540151,174770,Romania,Full
"July 25, 2021",63314,329613,1915539,898092,932516,543717,176009,Romania,Full
"August 1, 2021",66056,336763,1950123,909145,939255,546854,177178,Romania,Full
"August 8, 2021",68836,343671,1984367,920085,945819,549925,178334,Romania,Full
"August 15, 2021",71369,350742,2018536,930511,951830,552707,179331,Romania,Full
"August 22, 2021",73953,357854,2051028,940592,957485,555291,180289,Romania,Full
"August 29, 2021",73953,357854,2051028,940592,957485,555291,180289,Romania,Full
"January 17, 2021",0,78,1506,614,384,63,3,Slovakia,Full
"January 24, 2021",3,335,5023,2294,1407,318,49,Slovakia,Full
"January 31, 2021",12,1427,16620,7707,4662,1047,179,Slovakia,Full
"February 7, 2021",26,3301,32477,15185,9166,2056,411,Slovakia,Full
"February 14, 2021",34,5736,48360,22524,13517,3521,1413,Slovakia,Full
"February 21, 2021",41,7646,57464,26603,17065,10160,14268,Slovakia,Full
"February 28, 2021",42,8638,61817,28644,19920,31405,28568,Slovakia,Full
"March 7, 2021",44,9977,67167,31299,23563,45827,38447,Slovakia,Full
"March 14, 2021",54,10760,71505,35895,28941,51783,42150,Slovakia,Full
"March 21, 2021",61,11543,75661,38225,31477,56355,45349,Slovakia,Full
"March 28, 2021",64,11752,77733,39380,32913,57775,46417,Slovakia,Full
"April 4, 2021",71,12046,80438,41095,36003,73327,48641,Slovakia,Full
"April 11, 2021",81,12410,83606,43190,39880,116042,54317,Slovakia,Full
"April 18, 2021",89,13124,96329,49410,47679,159336,66086,Slovakia,Full
"April 25, 2021",94,13640,106296,54052,80381,187991,69878,Slovakia,Full
"May 2, 2021",103,14502,124879,60906,116300,202146,72530,Slovakia,Full
"May 9, 2021",110,16551,153457,73144,144063,210564,74845,Slovakia,Full
"May 16, 2021",119,17812,167890,79994,197459,217160,76737,Slovakia,Full
"May 23, 2021",642,20288,187338,90318,254165,225347,78993,Slovakia,Full
"May 30, 2021",1026,25469,223495,124650,305780,233523,81427,Slovakia,Full
"June 6, 2021",1397,31413,286964,181609,345085,239725,83449,Slovakia,Full
"June 13, 2021",3426,41013,383808,237405,363920,245730,85381,Slovakia,Full
"June 20, 2021",6012,53641,505050,274821,375784,249962,86695,Slovakia,Full
"June 27, 2021",9004,69280,599919,300379,385815,254202,88205,Slovakia,Full
"July 4, 2021",12654,84010,669853,315961,393673,257628,89385,Slovakia,Full
"July 11, 2021",15502,99181,721883,327734,400631,260386,90343,Slovakia,Full
"July 18, 2021",22375,109984,755387,335330,405929,262623,91295,Slovakia,Full
"July 25, 2021",30339,121359,787343,343810,411218,264806,92135,Slovakia,Full
"August 1, 2021",39427,133051,817978,352003,415584,266496,92725,Slovakia,Full
"August 8, 2021",46562,142058,845016,359466,419937,268309,93464,Slovakia,Full
"August 15, 2021",51427,148291,864344,364830,423158,269644,93948,Slovakia,Full
"August 22, 2021",56267,152786,878474,369262,426025,270826,94414,Slovakia,Full
"August 29, 2021",57597,154043,882333,370411,426796,271205,94536,Slovakia,Full
"January 3, 2021",0,0,0,0,0,0,1,Slovenia,Full
"January 10, 2021",0,3,66,42,29,6,5,Slovenia,Full
"January 17, 2021",3,100,2513,1902,1098,1231,3898,Slovenia,Full
"January 24, 2021",14,540,10649,6517,2974,1949,4513,Slovenia,Full
"January 31, 2021",16,850,13815,8274,3889,2986,15760,Slovenia,Full
"February 7, 2021",19,983,15180,8944,4130,3251,17675,Slovenia,Full
"February 14, 2021",21,1074,15826,9288,4258,3349,18421,Slovenia,Full
"February 21, 2021",22,1119,16171,9437,4329,3393,18712,Slovenia,Full
"February 28, 2021",25,1215,17033,9838,4488,3750,28672,Slovenia,Full
"March 7, 2021",26,1277,17531,10115,4684,7094,45314,Slovenia,Full
"March 14, 2021",59,1295,17706,10232,4791,18428,53369,Slovenia,Full
"March 21, 2021",60,1324,17902,10303,5037,24197,55343,Slovenia,Full
"March 28, 2021",62,1333,17983,10369,5146,28737,56977,Slovenia,Full
"April 4, 2021",64,1348,18066,10451,5289,30396,57879,Slovenia,Full
"April 11, 2021",70,1363,18265,10605,6253,50461,60644,Slovenia,Full
"April 18, 2021",109,1421,18569,11028,11116,73521,61849,Slovenia,Full
"April 25, 2021",134,1694,19243,11776,33842,89487,62825,Slovenia,Full
"May 2, 2021",160,2174,22125,13872,55884,100568,63881,Slovenia,Full
"May 9, 2021",199,3357,31199,17716,71274,104814,64828,Slovenia,Full
"May 16, 2021",223,4447,41798,28008,90260,108358,65886,Slovenia,Full
"May 23, 2021",239,5495,52273,62152,107660,112491,66988,Slovenia,Full
"May 30, 2021",362,8292,78702,89122,126178,115722,68105,Slovenia,Full
"June 6, 2021",645,12126,111107,104740,138336,117993,68816,Slovenia,Full
"June 13, 2021",777,15854,132628,114205,145906,119669,69516,Slovenia,Full
"June 20, 2021",1300,20667,156191,125865,153382,121848,70187,Slovenia,Full
"June 27, 2021",2403,27478,184276,134339,159712,123429,70939,Slovenia,Full
"July 4, 2021",4202,32800,204172,140365,163960,124853,71444,Slovenia,Full
"July 11, 2021",5755,36511,217231,144506,166691,125974,72009,Slovenia,Full
"July 18, 2021",6881,39098,227222,148025,169057,127045,72811,Slovenia,Full
"July 25, 2021",8100,41373,236060,151423,171787,128541,73888,Slovenia,Full
"August 1, 2021",9422,43485,244049,155118,174800,130149,75048,Slovenia,Full
"August 8, 2021",10924,45684,251708,158417,177463,131635,75874,Slovenia,Full
"August 15, 2021",12651,47993,259652,161929,180214,133138,76593,Slovenia,Full
"August 22, 2021",14338,49944,266682,164813,182502,134492,77507,Slovenia,Full
"August 29, 2021",14338,49944,266682,164813,182502,134492,77507,Slovenia,Full
"January 10, 2021",0,29,325,214,238,283,945,Spain,Full
"January 17, 2021",10,1778,22921,14062,8671,8020,34065,Spain,Full
"January 24, 2021",28,8224,117634,65574,39175,25662,120734,Spain,Full
"January 31, 2021",70,20833,312970,168859,97895,39331,181708,Spain,Full
"February 7, 2021",135,31276,444693,240637,137331,45897,207721,Spain,Full
"February 14, 2021",178,36395,496565,269300,152846,48704,218837,Spain,Full
"February 21, 2021",246,39682,522710,282376,160045,51062,228262,Spain,Full
"February 28, 2021",320,45079,580491,312053,176545,54175,245904,Spain,Full
"March 7, 2021",474,54998,658668,353977,206540,63293,390419,Spain,Full
"March 14, 2021",735,64268,717686,388890,237327,81855,677275,Spain,Full
"March 21, 2021",933,69270,749824,407839,256331,101770,1052332,Spain,Full
"March 28, 2021",1021,70601,760118,414829,263943,112550,1274373,Spain,Full
"April 4, 2021",1117,72578,772762,422591,272014,120661,1474727,Spain,Full
"April 11, 2021",1210,74937,786497,430130,279874,131458,1733768,Spain,Full
"April 18, 2021",1312,76406,796362,436507,292331,200287,2181143,Spain,Full
"April 25, 2021",1567,78900,811199,445246,338526,823625,2642257,Spain,Full
"May 2, 2021",1723,81525,832861,458428,372981,1749531,2766248,Spain,Full
"May 9, 2021",2008,85048,866730,492704,408441,2593290,2812279,Spain,Full
"May 16, 2021",2254,89412,902306,586351,531103,3271948,2833530,Spain,Full
"May 23, 2021",2579,101179,1036098,825551,858901,3631123,2847562,Spain,Full
"May 30, 2021",2934,126524,1354441,1613953,1164035,3750357,2857907,Spain,Full
"June 6, 2021",3391,152592,1705407,2752072,1348838,3805178,2865778,Spain,Full
"June 13, 2021",3731,179767,2009447,3762413,1604075,3833659,2871215,Spain,Full
"June 20, 2021",4096,203507,2465491,4895130,2193213,3848450,2875047,Spain,Full
"June 27, 2021",4874,225758,3550551,5495751,2880963,3860159,2878349,Spain,Full
"July 4, 2021",6038,248236,4904313,5703142,3703448,3868250,2880646,Spain,Full
"July 11, 2021",7421,272103,6228790,5818402,4259323,3874523,2882586,Spain,Full
"July 18, 2021",13205,308104,7514304,5902849,4582723,3880985,2884732,Spain,Full
"July 25, 2021",35049,386374,8440230,5948693,4759419,3885037,2886314,Spain,Full
"August 1, 2021",55261,476366,9318925,5980606,4834981,3888127,2887607,Spain,Full
"August 8, 2021",87265,684001,10100913,6001631,4878105,3890901,2888896,Spain,Full
"August 15, 2021",181497,1070566,10771929,6017102,4904392,3893320,2890020,Spain,Full
"August 22, 2021",431810,1454581,11245862,6033839,4929246,3895898,2891220,Spain,Full
"August 29, 2021",431810,1454581,11245862,6033839,4929246,3895898,2891220,Spain,Full
"January 10, 2021",0,0,0,0,0,5,32,Sweden,Full
"January 17, 2021",0,63,713,677,745,1858,6765,Sweden,Full
"January 24, 2021",0,276,3073,2630,2860,6463,21737,Sweden,Full
"January 31, 2021",0,1523,15183,10617,8750,13483,43713,Sweden,Full
"February 7, 2021",0,3400,31800,20814,16902,22567,68718,Sweden,Full
"February 14, 2021",0,6709,57991,36629,27957,30811,88205,Sweden,Full
"February 21, 2021",0,9162,74321,46543,35096,36450,101228,Sweden,Full
"February 28, 2021",0,10275,82364,51546,39459,42045,114890,Sweden,Full
"March 7, 2021",0,11015,87249,54646,43545,49966,133237,Sweden,Full
"March 14, 2021",0,11698,92088,57905,48865,60898,163301,Sweden,Full
"March 21, 2021",0,12285,96261,60733,55485,74708,203930,Sweden,Full
"March 28, 2021",0,12760,99368,62939,60219,86888,249248,Sweden,Full
"April 4, 2021",0,13213,102700,65216,64425,106451,313169,Sweden,Full
"April 11, 2021",0,13703,105908,67335,68183,126981,348883,Sweden,Full
"April 18, 2021",0,14091,108212,69001,71379,140326,366196,Sweden,Full
"April 25, 2021",0,14632,111309,71044,73810,151029,374724,Sweden,Full
"May 2, 2021",0,15998,120319,76272,79760,201628,417534,Sweden,Full
"May 9, 2021",0,18868,138701,86183,89101,280482,445090,Sweden,Full
"May 16, 2021",0,23827,167628,102181,117495,393016,457095,Sweden,Full
"May 23, 2021",0,28205,194554,118658,214460,528738,463933,Sweden,Full
"May 30, 2021",0,34425,231405,151554,403644,625174,469417,Sweden,Full
"June 6, 2021",0,42476,279396,240084,592297,696394,473653,Sweden,Full
"June 13, 2021",0,51606,349245,383152,739622,789569,478889,Sweden,Full
"June 20, 2021",0,59340,410913,511197,832023,842785,482007,Sweden,Full
"June 27, 2021",0,66175,483120,653015,890738,881254,484796,Sweden,Full
"July 4, 2021",0,70694,541366,747515,919605,903341,485963,Sweden,Full
"July 11, 2021",0,75001,595255,824021,935341,910791,486590,Sweden,Full
"July 18, 2021",0,79964,704952,897135,947247,914758,487222,Sweden,Full
"July 25, 2021",0,86019,878786,962910,955395,917563,487690,Sweden,Full
"August 1, 2021",0,95700,1099359,1014244,961805,919720,488113,Sweden,Full
"August 8, 2021",0,112539,1373090,1048447,967866,921763,488505,Sweden,Full
"August 15, 2021",0,165187,1695751,1070858,973031,923720,488954,Sweden,Full
"August 22, 2021",0,254577,1948346,1083803,977009,925405,489279,Sweden,Full
"August 29, 2021",0,254577,1948346,1083803,977009,925405,489279,Sweden,Full
