ReportingWeek,x_18Years,x18_24Years,x25_49Years,x50_59Years,x60_Years,Country,Dose
"February 14, 2021",14893,25556,90228,24361,25760,Slovakia,Full
"February 21, 2021",17784,28694,100313,27338,29394,Slovakia,Full
"February 28, 2021",20582,32032,110927,30873,33453,Slovakia,Full
"March 07, 2021",24380,35521,122626,34558,37847,Slovakia,Full
"March 14, 2021",27750,39490,135439,38646,42740,Slovakia,Full
"March 21, 2021",32273,44167,150975,43666,48249,Slovakia,Full
"March 28, 2021",36976,50436,170900,49382,54133,Slovakia,Full
"April 04, 2021",43570,59649,198319,57082,61665,Slovakia,Full
"April 11, 2021",51931,71530,229678,65570,68779,Slovakia,Full
"April 18, 2021",59069,83175,262149,74309,77599,Slovakia,Full
"April 25, 2021",65373,93647,295537,81669,86217,Slovakia,Full
"May 02, 2021",67538,108330,346991,93342,97153,Slovakia,Full
"May 09, 2021",70157,122889,417163,109490,110392,Slovakia,Full
"May 16, 2021",72299,138158,511090,136122,127198,Slovakia,Full
"May 23, 2021",74026,150545,630127,175518,146146,Slovakia,Full
"May 30, 2021",75377,160122,725577,230789,176046,Slovakia,Full
"June 06, 2021",75594,165669,787296,285666,228317,Slovakia,Full
"June 13, 2021",75827,170574,822928,317485,294453,Slovakia,Full
"June 20, 2021",76087,173106,842128,327307,362856,Slovakia,Full
"June 27, 2021",76090,174234,856258,334094,425320,Slovakia,Full
"July 04, 2021",76094,175902,884147,346748,464634,Slovakia,Full
"July 11, 2021",76097,176594,902241,354039,517704,Slovakia,Full
"July 18, 2021",76100,177006,911885,358889,583161,Slovakia,Full
"July 25, 2021",76105,177580,924143,365390,646544,Slovakia,Full
"August 01, 2021",76109,177903,927315,367456,699104,Slovakia,Full
"August 08, 2021",76113,178155,929978,369090,720234,Slovakia,Full
"August 15, 2021",76116,178333,932016,370208,724291,Slovakia,Full
"August 22, 2021",76120,179027,936116,372460,734916,Slovakia,Full
"August 29, 2021",76122,179711,940394,376482,750749,Slovakia,Full
"September 05, 2021",76124,180895,945736,379144,779044,Slovakia,Full
"September 12, 2021",76125,181784,950080,381229,817855,Slovakia,Full
"September 19, 2021",76127,183479,959063,385317,841398,Slovakia,Full
"September 26, 2021",76127,185525,974725,392740,848970,Slovakia,Full
"October 03, 2021",76132,187025,990348,400360,855489,Slovakia,Full
"October 10, 2021",76136,187885,1001779,405891,860207,Slovakia,Full
"October 17, 2021",76136,188086,1005264,407639,861736,Slovakia,Full
"October 24, 2021",76136,188143,1006798,408285,862292,Slovakia,Full
"October 31, 2021",76136,188143,1006798,408285,862292,Slovakia,Full
"November 07, 2021",76136,188143,1006798,408285,862292,Slovakia,Full
"November 14, 2021",76136,188143,1006798,408285,862292,Slovakia,Full
"November 21, 2021",76136,188143,1006798,408285,862292,Slovakia,Full
"November 28, 2021",76136,188143,1006798,408285,862292,Slovakia,Full
"December 05, 2021",76136,188143,1006798,408285,862292,Slovakia,Full
"December 06, 2020",1280,992,4914,1629,2527,Slovenia,Full
"December 13, 2020",1829,1627,8293,2972,4626,Slovenia,Full
"December 20, 2020",2321,2188,11261,4252,6765,Slovenia,Full
"December 27, 2020",2730,2774,14033,5431,8708,Slovenia,Full
"January 03, 2021",3124,3407,16464,6409,10209,Slovenia,Full
"January 10, 2021",3761,4276,19530,7434,11801,Slovenia,Full
"January 17, 2021",5005,5635,24370,9051,14752,Slovenia,Full
"January 24, 2021",7263,8069,33385,12433,20513,Slovenia,Full
"January 31, 2021",10237,11548,48018,18377,29343,Slovenia,Full
"February 07, 2021",11841,13581,56297,21363,34117,Slovenia,Full
"February 14, 2021",13423,16022,65204,24656,38676,Slovenia,Full
"February 21, 2021",15568,19942,81267,30641,45537,Slovenia,Full
"February 28, 2021",17235,22421,89997,33951,50226,Slovenia,Full
"March 07, 2021",18679,24502,97123,36416,53933,Slovenia,Full
"March 14, 2021",20304,26781,105576,39580,58884,Slovenia,Full
"March 21, 2021",21920,29428,114703,43341,64129,Slovenia,Full
"March 28, 2021",23333,31977,123562,46901,69320,Slovenia,Full
"April 04, 2021",24570,34367,132992,50839,75397,Slovenia,Full
"April 11, 2021",25687,36998,143430,54554,80970,Slovenia,Full
"April 18, 2021",26726,39960,155298,58458,85483,Slovenia,Full
"April 25, 2021",28146,44296,171256,63111,90222,Slovenia,Full
"May 02, 2021",29712,49946,192965,69528,96758,Slovenia,Full
"May 09, 2021",30520,57110,223310,78477,105910,Slovenia,Full
"May 16, 2021",30875,62143,248341,90488,116910,Slovenia,Full
"May 23, 2021",30967,65893,270875,100238,127454,Slovenia,Full
"May 30, 2021",31158,69680,303952,116242,143571,Slovenia,Full
"June 06, 2021",31242,72491,330601,143605,168018,Slovenia,Full
"June 13, 2021",31250,73519,341084,176695,192727,Slovenia,Full
"June 20, 2021",31262,74552,351673,186523,217572,Slovenia,Full
"June 27, 2021",31269,75686,360768,190421,238668,Slovenia,Full
"July 04, 2021",31286,76146,363719,192530,273274,Slovenia,Full
"July 11, 2021",31303,76417,364401,193255,313240,Slovenia,Full
"July 18, 2021",31326,76506,364746,193683,342668,Slovenia,Full
"July 25, 2021",31330,76523,364942,193841,366617,Slovenia,Full
"August 01, 2021",31332,76536,365027,193919,369340,Slovenia,Full
"August 08, 2021",31333,76546,365109,193984,375693,Slovenia,Full
"August 15, 2021",31333,76570,365308,194060,383765,Slovenia,Full
"August 22, 2021",31352,76601,365483,194175,403372,Slovenia,Full
"August 29, 2021",31353,76653,365990,194450,423773,Slovenia,Full
"September 05, 2021",31355,76738,366849,194851,434385,Slovenia,Full
"September 12, 2021",31356,76775,367193,195001,434811,Slovenia,Full
"September 19, 2021",31358,76849,367854,195352,435838,Slovenia,Full
"September 26, 2021",31360,76952,369214,196052,438324,Slovenia,Full
"October 03, 2021",31361,77197,372388,197793,451747,Slovenia,Full
"October 10, 2021",31366,77535,380399,202388,455387,Slovenia,Full
"October 17, 2021",31367,77612,382774,204221,461837,Slovenia,Full
"October 24, 2021",31367,77614,382839,204265,461879,Slovenia,Full
"October 31, 2021",31367,77614,382839,204265,461881,Slovenia,Full
"November 07, 2021",31367,77614,382839,204265,461881,Slovenia,Full
"November 14, 2021",31367,77614,382839,204265,461881,Slovenia,Full
"November 21, 2021",31367,77614,382839,204265,461881,Slovenia,Full
"November 28, 2021",31367,77614,382839,204265,461881,Slovenia,Full
"December 06, 2020",1441,1546,5140,1595,2299,Spain,Full
"December 13, 2020",11837,11240,38250,9840,18569,Spain,Full
"December 20, 2020",20745,19338,64306,15515,24014,Spain,Full
"December 27, 2020",31581,28826,93683,20886,29494,Spain,Full
"January 03, 2021",42182,37789,120637,25351,34563,Spain,Full
"January 10, 2021",52484,46208,144031,28752,38533,Spain,Full
"January 17, 2021",66928,58102,177025,33058,44130,Spain,Full
"January 24, 2021",87720,73848,219994,38110,50302,Spain,Full
"January 31, 2021",114828,92296,265710,43454,56659,Spain,Full
"February 07, 2021",159863,118185,325850,49901,65479,Spain,Full
"February 14, 2021",267373,161975,416991,58253,77069,Spain,Full
"February 21, 2021",441808,221345,525599,67736,91765,Spain,Full
"February 28, 2021",792931,303301,660774,78830,107998,Spain,Full
"March 07, 2021",1263993,462920,844584,93230,132290,Spain,Full
"March 14, 2021",1725346,788317,1152812,111105,157705,Spain,Full
"March 21, 2021",1979195,1187320,1646389,128766,187555,Spain,Full
"March 28, 2021",2073763,1575223,2320980,144556,218041,Spain,Full
"April 04, 2021",2106092,1784826,3110078,165891,265891,Spain,Full
"April 11, 2021",2126527,1876041,3992702,198156,346522,Spain,Full
"April 18, 2021",2148664,1955004,4922747,244492,529716,Spain,Full
"April 25, 2021",2154514,1991279,6211878,329450,863100,Spain,Full
"May 02, 2021",2155888,2015483,7542202,445678,1428890,Spain,Full
"May 09, 2021",2157042,2038402,8901548,657247,2264547,Spain,Full
"May 16, 2021",2157799,2061363,9993027,1263056,2969245,Spain,Full
"May 23, 2021",2158162,2086662,10467977,2434610,3580248,Spain,Full
"May 30, 2021",2158519,2116580,10785869,3455385,3870618,Spain,Full
"June 06, 2021",2158982,2144070,11156655,4605202,4118916,Spain,Full
"June 13, 2021",2159337,2171556,11505073,5409853,4554853,Spain,Full
"June 20, 2021",2159661,2184405,11649816,5653315,5258448,Spain,Full
"June 27, 2021",2159907,2188793,11685641,5746982,6083071,Spain,Full
"July 04, 2021",2160182,2192332,11719565,5781205,7009423,Spain,Full
"July 11, 2021",2160340,2195017,11741950,5794551,8095995,Spain,Full
"July 18, 2021",2160582,2197538,11757136,5803495,9227802,Spain,Full
"July 25, 2021",2160690,2199016,11767168,5809970,9757243,Spain,Full
"August 01, 2021",2160783,2201386,11780953,5817528,10035445,Spain,Full
"August 08, 2021",2160875,2203403,11793702,5825334,10252349,Spain,Full
"August 15, 2021",2160967,2204737,11804035,5832349,10493122,Spain,Full
"August 22, 2021",2161169,2209803,11836254,5851361,10907816,Spain,Full
"August 29, 2021",2161433,2219200,11895462,5886380,11244934,Spain,Full
"September 05, 2021",2161585,2229333,11973827,5928349,11428714,Spain,Full
"September 12, 2021",2161659,2234754,12031764,5958065,11466034,Spain,Full
"September 19, 2021",2161726,2238066,12057993,5971180,11485088,Spain,Full
"September 26, 2021",2161770,2243224,12110128,5999958,11514630,Spain,Full
"October 03, 2021",2161834,2253813,12242693,6072019,11586896,Spain,Full
"October 10, 2021",2161875,2266474,12438782,6175595,11720644,Spain,Full
"October 17, 2021",2161891,2272950,12533885,6227232,11855831,Spain,Full
"October 24, 2021",2161895,2274335,12555862,6241108,11906322,Spain,Full
"October 31, 2021",2161896,2274356,12556178,6241315,11907816,Spain,Full
"November 07, 2021",2161896,2274356,12556178,6241315,11907816,Spain,Full
"November 14, 2021",2161896,2274356,12556178,6241315,11907816,Spain,Full
"November 21, 2021",2161896,2274356,12556178,6241315,11907816,Spain,Full
"November 28, 2021",2161896,2274356,12556178,6241315,11907816,Spain,Full
"December 05, 2021",2161896,2274356,12556178,6241315,11907816,Spain,Full
"December 06, 2020",1277,2353,4277,515,799,Sweden,Full
"December 13, 2020",5478,9265,17834,2172,3489,Sweden,Full
"December 20, 2020",10736,15958,32380,4204,6802,Sweden,Full
"December 27, 2020",16253,21291,45094,6008,10037,Sweden,Full
"January 03, 2021",21832,26970,58579,7877,13258,Sweden,Full
"January 10, 2021",26592,33205,73156,9779,15542,Sweden,Full
"January 17, 2021",35358,42163,96380,12867,18849,Sweden,Full
"January 24, 2021",42751,49736,121653,16534,22715,Sweden,Full
"January 31, 2021",53549,59380,153215,20910,26941,Sweden,Full
"February 07, 2021",71917,72563,189488,25571,30428,Sweden,Full
"February 14, 2021",103014,92793,237962,30872,33863,Sweden,Full
"February 21, 2021",140481,119277,295462,36507,37515,Sweden,Full
"February 28, 2021",179593,161281,378324,43694,42141,Sweden,Full
"March 07, 2021",205506,222423,494453,52322,47205,Sweden,Full
"March 14, 2021",219040,311617,674115,62276,52582,Sweden,Full
"March 21, 2021",227464,404555,939382,75892,58818,Sweden,Full
"March 28, 2021",231802,457927,1264869,98389,66392,Sweden,Full
"April 04, 2021",233058,474993,1540249,132682,74869,Sweden,Full
"April 11, 2021",233722,484777,1764353,184639,83864,Sweden,Full
"April 18, 2021",234159,490915,1939850,250583,95275,Sweden,Full
"April 25, 2021",234515,495888,2049835,323857,111817,Sweden,Full
"May 02, 2021",234839,500211,2104186,401094,135678,Sweden,Full
"May 09, 2021",235225,504767,2162775,495922,187860,Sweden,Full
"May 16, 2021",235682,511617,2235390,638180,287932,Sweden,Full
"May 23, 2021",236052,519458,2297913,767068,437304,Sweden,Full
"May 30, 2021",236383,528714,2368522,910757,683510,Sweden,Full
"June 06, 2021",236624,536833,2417088,1000230,949009,Sweden,Full
"June 13, 2021",236765,543080,2454104,1033352,1241409,Sweden,Full
"June 20, 2021",236838,547490,2481242,1049985,1482349,Sweden,Full
"June 27, 2021",236883,552538,2510794,1066389,1636991,Sweden,Full
"July 04, 2021",236916,555428,2529351,1076425,1753666,Sweden,Full
"July 11, 2021",236927,556833,2538669,1081805,1853734,Sweden,Full
"July 18, 2021",236927,557362,2541810,1083913,1875779,Sweden,Full
"July 25, 2021",236927,557753,2544122,1085569,1909955,Sweden,Full
"August 01, 2021",236932,558262,2547426,1087745,1970975,Sweden,Full
"August 08, 2021",236940,558719,2550834,1090049,2059234,Sweden,Full
"August 15, 2021",236947,559191,2554067,1092317,2122030,Sweden,Full
"August 22, 2021",236947,559775,2558331,1095201,2184173,Sweden,Full
"August 29, 2021",236947,560468,2563261,1098510,2230981,Sweden,Full
"September 05, 2021",236947,561209,2568200,1101639,2261689,Sweden,Full
"September 12, 2021",236947,562322,2576305,1106689,2285517,Sweden,Full
"September 19, 2021",236947,564803,2592768,1116687,2311611,Sweden,Full
"September 26, 2021",236952,568132,2619181,1132636,2350577,Sweden,Full
"October 03, 2021",236952,570033,2636039,1143013,2393198,Sweden,Full
"October 10, 2021",236952,571281,2648259,1151052,2428666,Sweden,Full
"October 17, 2021",236952,571492,2650678,1153041,2450586,Sweden,Full
"October 24, 2021",236952,571558,2651478,1153772,2460303,Sweden,Full
"October 31, 2021",236952,571558,2651538,1153797,2460744,Sweden,Full
"November 07, 2021",236952,571558,2651538,1153797,2460744,Sweden,Full
"November 14, 2021",236952,571558,2651538,1153797,2460744,Sweden,Full
"November 21, 2021",236952,571558,2651538,1153797,2460744,Sweden,Full
"November 28, 2021",236952,571558,2651538,1153797,2460744,Sweden,Full
"December 05, 2021",236952,571558,2651538,1153797,2460744,Sweden,Full
