ReportingWeek,x_18Years,x18_24Years,x25_49Years,x50_59Years,x60_Years,Country,Dose
"October 03, 2021",311622,284600,1406929,495192,970905,Republic of Ireland,First
"October 10, 2021",311625,285211,1411860,497124,972437,Republic of Ireland,First
"October 17, 2021",311626,285552,1415287,498439,975050,Republic of Ireland,First
"October 24, 2021",311650,287630,1432213,506368,994475,Republic of Ireland,First
"October 31, 2021",311662,289968,1454827,516706,1008129,Republic of Ireland,First
"November 07, 2021",311666,292504,1484500,527494,1013696,Republic of Ireland,First
"November 14, 2021",311671,292707,1487316,528279,1014062,Republic of Ireland,First
"November 21, 2021",311671,292707,1487316,528279,1014062,Republic of Ireland,First
"November 28, 2021",311671,292707,1487316,528279,1014062,Republic of Ireland,First
"December 05, 2021",311671,292707,1487316,528279,1014062,Republic of Ireland,First
"December 06, 2020",27959,10440,36025,12159,12455,Italy,First
"December 13, 2020",87386,32609,118889,40833,41706,Italy,First
"December 20, 2020",125907,48768,185406,63484,66578,Italy,First
"December 27, 2020",151261,60926,237697,80320,87546,Italy,First
"January 03, 2021",175553,74034,290512,97438,107257,Italy,First
"January 10, 2021",195361,86145,337566,111797,122193,Italy,First
"January 17, 2021",216644,102738,403898,132615,141535,Italy,First
"January 24, 2021",242587,131777,522277,169194,169335,Italy,First
"January 31, 2021",273619,182370,758387,243944,213273,Italy,First
"February 07, 2021",304019,224741,960731,307807,253137,Italy,First
"February 14, 2021",343642,280458,1223626,392722,303605,Italy,First
"February 21, 2021",393030,345266,1532860,495141,366263,Italy,First
"February 28, 2021",462025,400137,1767072,565707,423021,Italy,First
"March 07, 2021",608809,470239,1999727,636238,482898,Italy,First
"March 14, 2021",817936,573652,2331640,736099,556354,Italy,First
"March 21, 2021",1018820,680636,2660510,833177,624750,Italy,First
"March 28, 2021",1199865,789180,2981177,923034,683901,Italy,First
"April 04, 2021",1401039,952733,3406812,1031347,751933,Italy,First
"April 11, 2021",1604959,1156781,3912431,1136529,822079,Italy,First
"April 18, 2021",1768977,1360515,4433251,1233354,893511,Italy,First
"April 25, 2021",1867346,1529615,4869574,1315593,962602,Italy,First
"May 02, 2021",1931140,1650264,5187250,1376138,1015336,Italy,First
"May 09, 2021",2001465,1856668,5621317,1450872,1074601,Italy,First
"May 16, 2021",2147348,2172803,6401414,1583263,1159738,Italy,First
"May 23, 2021",2266015,2447696,7576092,1784740,1266213,Italy,First
"May 30, 2021",2367220,2665360,8882914,2111345,1404336,Italy,First
"June 06, 2021",2482633,2929484,10444679,2910082,1670109,Italy,First
"June 13, 2021",2504956,3147514,11448496,3869404,2012808,Italy,First
"June 20, 2021",2508868,3205471,11963914,4613889,2552176,Italy,First
"June 27, 2021",2512198,3255789,12383589,5304094,3287639,Italy,First
"July 04, 2021",2515909,3305820,12682230,5924982,4487954,Italy,First
"July 11, 2021",2518817,3342036,12905690,6299836,5989537,Italy,First
"July 18, 2021",2521009,3371967,13080976,6508468,7517922,Italy,First
"July 25, 2021",2522490,3388748,13202946,6623844,8996407,Italy,First
"August 01, 2021",2523721,3404372,13318028,6732172,10421909,Italy,First
"August 08, 2021",2524650,3422052,13451220,6841978,11652128,Italy,First
"August 15, 2021",2525250,3439238,13598238,6948104,12599044,Italy,First
"August 22, 2021",2525681,3457866,13800922,7083707,13353263,Italy,First
"August 29, 2021",2525952,3466787,13899027,7148385,13813486,Italy,First
"September 05, 2021",2526133,3480515,14121967,7305080,14360346,Italy,First
"September 12, 2021",2526246,3492506,14323514,7462109,14896785,Italy,First
"September 19, 2021",2526318,3503636,14489949,7568687,15353016,Italy,First
"September 26, 2021",2526375,3517843,14639090,7639265,15602230,Italy,First
"October 03, 2021",2526426,3531856,14749613,7691855,15718549,Italy,First
"October 10, 2021",2526448,3535435,14779213,7707431,15744708,Italy,First
"October 17, 2021",2526483,3536435,14789908,7713986,15758379,Italy,First
"October 24, 2021",2526513,3540765,14836727,7741700,15814333,Italy,First
"October 31, 2021",2526602,3563077,15049721,7873875,15985984,Italy,First
"November 07, 2021",2526632,3576050,15289350,8024516,16126700,Italy,First
"November 14, 2021",2526643,3577645,15345618,8057772,16152877,Italy,First
"November 21, 2021",2526643,3577729,15348789,8059948,16154667,Italy,First
"November 28, 2021",2526643,3577729,15348789,8059948,16154667,Italy,First
"December 05, 2021",2526643,3577729,15348789,8059948,16154667,Italy,First
"December 06, 2020",1489,539,2079,851,2319,Latvia,First
"December 13, 2020",3542,1353,5160,2061,5920,Latvia,First
"December 20, 2020",5449,2254,8919,3449,9853,Latvia,First
"December 27, 2020",7745,3457,15134,6144,17663,Latvia,First
"January 03, 2021",10033,4881,22865,9611,27662,Latvia,First
"January 10, 2021",12975,6796,34238,15009,40420,Latvia,First
"January 17, 2021",16714,9583,51559,22787,52726,Latvia,First
"January 24, 2021",19576,12132,67486,29081,60778,Latvia,First
"January 31, 2021",21448,13453,75190,32158,64877,Latvia,First
"February 07, 2021",23046,14507,80526,34118,68022,Latvia,First
"February 14, 2021",24418,15669,86311,36384,71771,Latvia,First
"February 21, 2021",25556,16841,91627,38588,75483,Latvia,First
"February 28, 2021",26982,18550,97501,40863,79027,Latvia,First
"March 07, 2021",28734,20643,103284,43088,81985,Latvia,First
"March 14, 2021",31506,22788,109532,45656,85214,Latvia,First
"March 21, 2021",34854,24759,115684,48278,88671,Latvia,First
"March 28, 2021",37616,26426,122276,51168,92529,Latvia,First
"April 04, 2021",39415,27852,127673,53713,95899,Latvia,First
"April 11, 2021",41500,29549,133851,56421,99594,Latvia,First
"April 18, 2021",43532,31070,139499,58987,103041,Latvia,First
"April 25, 2021",45684,32539,144388,61083,105902,Latvia,First
"May 02, 2021",48083,34080,149733,63334,109485,Latvia,First
"May 09, 2021",50761,35824,155384,65817,113456,Latvia,First
"May 16, 2021",51612,36433,157272,66484,114570,Latvia,First
"May 23, 2021",54855,38644,164389,69292,118674,Latvia,First
"May 30, 2021",59272,42039,174502,72988,123686,Latvia,First
"June 06, 2021",61450,45536,185204,76818,129056,Latvia,First
"June 13, 2021",63185,50040,202710,82885,136034,Latvia,First
"June 20, 2021",64853,54245,225301,90566,144516,Latvia,First
"June 27, 2021",65030,60612,263204,103478,157113,Latvia,First
"July 04, 2021",65121,65795,293984,112995,167961,Latvia,First
"July 11, 2021",65151,67528,312428,122186,183885,Latvia,First
"July 18, 2021",65162,68529,325835,130173,200382,Latvia,First
"July 25, 2021",65173,70324,337794,136442,213258,Latvia,First
"August 01, 2021",65182,70959,343020,140740,232877,Latvia,First
"August 08, 2021",65185,71250,346159,143900,245849,Latvia,First
"August 15, 2021",65185,71399,347909,145852,263415,Latvia,First
"August 22, 2021",65185,71438,348173,146036,267680,Latvia,First
"August 29, 2021",65186,71568,349003,146706,281124,Latvia,First
"September 05, 2021",65188,71730,350104,147600,297764,Latvia,First
"September 12, 2021",65189,72128,351825,148718,311139,Latvia,First
"September 19, 2021",65189,72345,353944,150271,315475,Latvia,First
"September 26, 2021",65191,72596,355231,150998,316573,Latvia,First
"October 03, 2021",65191,72613,355490,151225,316794,Latvia,First
"October 10, 2021",65195,72628,355605,151273,316848,Latvia,First
"October 17, 2021",65195,72689,356087,151511,317038,Latvia,First
"October 24, 2021",65195,73152,360029,153857,319303,Latvia,First
"October 31, 2021",65195,73390,362214,155105,320362,Latvia,First
"November 07, 2021",65195,73521,363497,155616,320715,Latvia,First
"November 14, 2021",65195,73521,363497,155616,320715,Latvia,First
"November 21, 2021",65195,73521,363497,155616,320715,Latvia,First
"November 28, 2021",65195,73521,363497,155616,320715,Latvia,First
"December 06, 2020",513,340,1272,466,723,Lithuania,First
"December 13, 2020",1934,980,3901,1466,2208,Lithuania,First
"December 20, 2020",3368,1517,6518,2459,3916,Lithuania,First
"December 27, 2020",4707,2081,9464,3598,5907,Lithuania,First
"January 03, 2021",5994,2695,12543,4761,8825,Lithuania,First
"January 10, 2021",6868,3177,15186,5648,10854,Lithuania,First
"January 17, 2021",7725,3897,18896,6893,13355,Lithuania,First
"January 24, 2021",8564,4525,22256,8052,15407,Lithuania,First
"January 31, 2021",9450,5084,25071,8963,17070,Lithuania,First
"February 07, 2021",10378,5807,27906,9879,18609,Lithuania,First
"February 14, 2021",11696,6587,31145,10958,20171,Lithuania,First
"February 21, 2021",12912,7854,36550,12880,22493,Lithuania,First
"February 28, 2021",14420,9993,44742,15672,25601,Lithuania,First
"March 07, 2021",16050,12501,53054,18892,28829,Lithuania,First
"March 14, 2021",18858,15609,61938,22057,32159,Lithuania,First
"March 21, 2021",23123,19282,72470,26102,36669,Lithuania,First
"March 28, 2021",27666,23391,86370,31441,42758,Lithuania,First
"April 04, 2021",32964,27370,100778,37179,49900,Lithuania,First
"April 11, 2021",38820,32239,119729,45291,57644,Lithuania,First
"April 18, 2021",42872,38161,146194,57339,66668,Lithuania,First
"April 25, 2021",45865,41943,164823,65480,73034,Lithuania,First
"May 02, 2021",48079,43755,172700,68784,75886,Lithuania,First
"May 09, 2021",50101,45623,179032,71322,78766,Lithuania,First
"May 16, 2021",52731,48219,186416,74270,82017,Lithuania,First
"May 23, 2021",55802,50388,193774,76674,84207,Lithuania,First
"May 30, 2021",61841,53828,205645,81212,88567,Lithuania,First
"June 06, 2021",64450,62006,228615,87138,93721,Lithuania,First
"June 13, 2021",69956,82183,281017,95959,100570,Lithuania,First
"June 20, 2021",70471,86495,319455,109603,110263,Lithuania,First
"June 27, 2021",70632,90395,350292,126965,121787,Lithuania,First
"July 04, 2021",70752,95545,389199,148928,139991,Lithuania,First
"July 11, 2021",70857,100501,430536,170935,158403,Lithuania,First
"July 18, 2021",70996,104077,451748,187929,177940,Lithuania,First
"July 25, 2021",71177,109554,472730,201808,203462,Lithuania,First
"August 01, 2021",71314,113713,494307,216910,242925,Lithuania,First
"August 08, 2021",71469,121679,518590,233313,290123,Lithuania,First
"August 15, 2021",71508,125687,531581,241846,329529,Lithuania,First
"August 22, 2021",71521,126486,537104,246460,367916,Lithuania,First
"August 29, 2021",71523,126601,537893,247382,387638,Lithuania,First
"September 05, 2021",71524,126798,539036,248353,429112,Lithuania,First
"September 12, 2021",71531,126983,540423,249597,472346,Lithuania,First
"September 19, 2021",71534,127152,542162,251412,512069,Lithuania,First
"September 26, 2021",71539,127453,546359,255541,526695,Lithuania,First
"October 03, 2021",71550,128050,554173,262012,532192,Lithuania,First
"October 10, 2021",71553,128291,556737,263863,534347,Lithuania,First
"October 17, 2021",71576,129038,562717,266944,537541,Lithuania,First
"October 24, 2021",71584,129250,565135,268751,541212,Lithuania,First
"October 31, 2021",71713,130022,574251,276290,551400,Lithuania,First
"November 07, 2021",71714,130433,579473,280675,555198,Lithuania,First
"November 14, 2021",71714,130673,582726,283042,556666,Lithuania,First
"November 21, 2021",71714,130757,583980,283744,557048,Lithuania,First
"November 28, 2021",71714,130757,583980,283744,557048,Lithuania,First
"December 05, 2021",71714,130757,583980,283744,557048,Lithuania,First
"December 06, 2020",243,304,1167,252,148,Luxembourg,First
"December 13, 2020",679,780,2849,594,352,Luxembourg,First
"December 20, 2020",1053,1106,3853,801,535,Luxembourg,First
"December 27, 2020",1645,1489,5139,1038,788,Luxembourg,First
"January 03, 2021",2284,1993,6616,1348,1004,Luxembourg,First
"January 10, 2021",2940,2555,8287,1674,1270,Luxembourg,First
"January 17, 2021",4254,3261,10025,2047,1568,Luxembourg,First
"January 24, 2021",5670,3881,11651,2377,1872,Luxembourg,First
"January 31, 2021",6167,4239,12763,2628,2101,Luxembourg,First
"February 07, 2021",6526,4450,13477,2782,2251,Luxembourg,First
"February 14, 2021",6938,4663,14167,2910,2426,Luxembourg,First
"February 21, 2021",7467,4892,14950,3098,2593,Luxembourg,First
"February 28, 2021",8235,5260,15803,3292,2798,Luxembourg,First
"March 07, 2021",9310,5631,16682,3513,3017,Luxembourg,First
"March 14, 2021",10366,5985,17537,3689,3222,Luxembourg,First
"March 21, 2021",11170,6307,18440,3902,3446,Luxembourg,First
"March 28, 2021",11832,6599,19427,4127,3724,Luxembourg,First
"April 04, 2021",12282,6877,20442,4341,3957,Luxembourg,First
"April 11, 2021",12778,7282,21813,4645,4230,Luxembourg,First
"April 18, 2021",13728,7688,22955,4870,4462,Luxembourg,First
"April 25, 2021",15103,8268,24401,5180,4781,Luxembourg,First
"May 02, 2021",22203,9631,26335,5572,5132,Luxembourg,First
"May 09, 2021",30349,17390,29976,5889,5385,Luxembourg,First
"May 16, 2021",31095,25678,40374,6256,5680,Luxembourg,First
"May 23, 2021",31102,27654,63755,6850,6170,Luxembourg,First
"May 30, 2021",31111,27742,86383,7546,6651,Luxembourg,First
"June 06, 2021",31113,27797,98297,8082,7039,Luxembourg,First
"June 13, 2021",31119,27861,118450,8638,7341,Luxembourg,First
"June 20, 2021",31126,27912,123274,9685,7839,Luxembourg,First
"June 27, 2021",31130,27989,133409,16886,8490,Luxembourg,First
"July 04, 2021",31137,28088,138779,32520,9728,Luxembourg,First
"July 11, 2021",31147,28179,149129,44161,10579,Luxembourg,First
"July 18, 2021",31153,28287,150727,58133,12529,Luxembourg,First
"July 25, 2021",31158,28348,151736,61359,20383,Luxembourg,First
"August 01, 2021",31161,28444,152339,62222,38573,Luxembourg,First
"August 08, 2021",31164,28598,153091,62820,51974,Luxembourg,First
"August 15, 2021",31164,28704,153832,63255,65641,Luxembourg,First
"August 22, 2021",31164,28792,154395,63481,73933,Luxembourg,First
"August 29, 2021",31164,28867,154771,63797,85894,Luxembourg,First
"September 05, 2021",31165,28976,155049,64046,96050,Luxembourg,First
"September 12, 2021",31166,29058,155426,64235,100635,Luxembourg,First
"September 19, 2021",31173,29163,156211,64602,102409,Luxembourg,First
"September 26, 2021",31177,29422,157910,65327,104424,Luxembourg,First
"October 03, 2021",31179,29544,159044,65786,104989,Luxembourg,First
"October 10, 2021",31180,29625,159859,66156,106157,Luxembourg,First
"October 17, 2021",31181,29718,161062,66721,107206,Luxembourg,First
"October 24, 2021",31181,29818,162066,67201,107381,Luxembourg,First
"October 31, 2021",31181,29835,162588,67445,108091,Luxembourg,First
"November 07, 2021",31181,29835,162590,67448,108528,Luxembourg,First
"November 14, 2021",31181,29848,163057,67698,108641,Luxembourg,First
"November 21, 2021",31181,29848,163057,67698,108641,Luxembourg,First
"November 28, 2021",31181,29848,163057,67698,108641,Luxembourg,First
"December 05, 2021",31181,29848,163057,67698,108641,Luxembourg,First
"December 06, 2020",187,42,250,30,27,Malta,First
"December 13, 2020",289,102,554,58,42,Malta,First
"December 20, 2020",460,187,960,88,63,Malta,First
"December 27, 2020",595,265,1371,123,80,Malta,First
"January 03, 2021",799,361,1763,157,98,Malta,First
"January 10, 2021",917,457,2174,193,119,Malta,First
"January 17, 2021",988,536,2490,227,134,Malta,First
"January 24, 2021",1047,651,2848,253,147,Malta,First
"January 31, 2021",1114,805,3463,301,187,Malta,First
"February 07, 2021",1223,946,3990,352,215,Malta,First
"February 14, 2021",1456,1174,4722,424,248,Malta,First
"February 21, 2021",1666,1365,5328,490,280,Malta,First
"February 28, 2021",1764,1442,5612,512,295,Malta,First
"March 07, 2021",2031,1622,6230,563,311,Malta,First
"March 14, 2021",2277,1792,6913,630,350,Malta,First
"March 21, 2021",2590,2089,8021,701,394,Malta,First
"March 28, 2021",2965,2153,8372,723,433,Malta,First
"April 04, 2021",3344,2179,8687,741,464,Malta,First
"April 11, 2021",3881,2584,9991,904,553,Malta,First
"April 18, 2021",6005,3212,12027,1099,684,Malta,First
"April 25, 2021",10317,4364,15146,1439,813,Malta,First
"May 02, 2021",14656,4997,16765,1668,916,Malta,First
"May 09, 2021",17265,5425,17638,1760,976,Malta,First
"May 16, 2021",17412,5525,17916,1804,1013,Malta,First
"May 23, 2021",17705,6891,21104,1867,1146,Malta,First
"May 30, 2021",18199,9018,27430,2342,1315,Malta,First
"June 06, 2021",19226,11492,32046,2725,1477,Malta,First
"June 13, 2021",19465,14589,38102,3124,1640,Malta,First
"June 20, 2021",20843,18784,44677,3685,1876,Malta,First
"June 27, 2021",20967,19838,65141,5076,2330,Malta,First
"July 04, 2021",21028,20752,88928,7626,2983,Malta,First
"July 11, 2021",21051,21375,104122,11044,7295,Malta,First
"July 18, 2021",21074,21815,109514,19648,14328,Malta,First
"July 25, 2021",21083,22164,111527,28682,20600,Malta,First
"August 01, 2021",21112,22525,114097,33383,30655,Malta,First
"August 08, 2021",21120,22723,115570,33974,50045,Malta,First
"August 15, 2021",21160,23283,118407,34993,68198,Malta,First
"August 22, 2021",21224,24180,122926,36223,81645,Malta,First
"August 29, 2021",21243,25242,130454,38527,93261,Malta,First
"September 05, 2021",21257,26029,139878,42643,99405,Malta,First
"September 12, 2021",21298,27467,149675,45157,104222,Malta,First
"September 19, 2021",21304,28030,154967,46528,108339,Malta,First
"September 26, 2021",21305,28278,156587,47057,112306,Malta,First
"October 03, 2021",21306,28428,158275,47767,116251,Malta,First
"October 10, 2021",21307,28554,160076,48561,118161,Malta,First
"October 17, 2021",21308,28746,161898,49437,121638,Malta,First
"October 24, 2021",21310,28916,163648,50153,125428,Malta,First
"October 31, 2021",21310,29023,165074,50816,126228,Malta,First
"November 07, 2021",21310,29081,165912,51130,126499,Malta,First
"November 14, 2021",21310,29084,165946,51146,126503,Malta,First
"November 21, 2021",21310,29084,165946,51146,126503,Malta,First
"November 28, 2021",21310,29084,165946,51146,126503,Malta,First
"December 06, 2020",3154,826,3275,465,602,Norway,First
"December 13, 2020",5604,1862,7045,968,1242,Norway,First
"December 20, 2020",7667,2793,10662,1465,1811,Norway,First
"December 27, 2020",10024,3569,13853,1824,2304,Norway,First
"January 03, 2021",12120,4350,16950,2217,2752,Norway,First
"January 10, 2021",13923,4932,19404,2542,3039,Norway,First
"January 17, 2021",16916,5526,21785,2828,3301,Norway,First
"January 24, 2021",20314,6110,23948,3059,3591,Norway,First
"January 31, 2021",27438,7034,27557,3445,3983,Norway,First
"February 07, 2021",51220,8678,33317,4174,4557,Norway,First
"February 14, 2021",109676,10516,39793,4964,5155,Norway,First
"February 21, 2021",189533,13113,48475,6042,5924,Norway,First
"February 28, 2021",234401,16541,59879,7387,6906,Norway,First
"March 07, 2021",269970,21408,77216,9371,8302,Norway,First
"March 14, 2021",284564,26613,98324,11612,9663,Norway,First
"March 21, 2021",285807,31705,121330,13934,11046,Norway,First
"March 28, 2021",286709,40270,163366,16997,12627,Norway,First
"April 04, 2021",288376,57745,251306,21159,14651,Norway,First
"April 11, 2021",291002,91844,394148,27070,16772,Norway,First
"April 18, 2021",294115,137453,519920,36233,18979,Norway,First
"April 25, 2021",296205,167742,623392,43643,21163,Norway,First
"May 02, 2021",300230,215508,798679,62075,24907,Norway,First
"May 09, 2021",306509,279697,1015876,121130,33315,Norway,First
"May 16, 2021",308561,321789,1140532,217591,50979,Norway,First
"May 23, 2021",310514,353179,1198464,313861,80042,Norway,First
"May 30, 2021",310909,365452,1248079,375794,106810,Norway,First
"June 06, 2021",311131,373559,1298798,434233,158809,Norway,First
"June 13, 2021",311226,375119,1309660,443331,167568,Norway,First
"June 20, 2021",311366,376552,1319173,453195,175846,Norway,First
"June 27, 2021",311639,380462,1347370,478357,208677,Norway,First
"July 04, 2021",311772,384197,1379515,506901,250215,Norway,First
"July 11, 2021",311929,387681,1407853,549546,339828,Norway,First
"July 18, 2021",312072,390244,1424107,569109,458820,Norway,First
"July 25, 2021",312208,393119,1440497,588400,617097,Norway,First
"August 01, 2021",312342,395825,1458318,605145,747560,Norway,First
"August 08, 2021",312413,397292,1468754,612310,818644,Norway,First
"August 15, 2021",312451,399130,1483592,619232,908068,Norway,First
"August 22, 2021",312474,399610,1485779,620590,963153,Norway,First
"August 29, 2021",312508,403261,1500956,629989,989152,Norway,First
"September 05, 2021",312537,408780,1527796,642556,1008398,Norway,First
"September 12, 2021",312566,412483,1547765,652171,1015801,Norway,First
"September 19, 2021",312579,414074,1562788,658628,1052375,Norway,First
"September 26, 2021",312589,414794,1568840,661471,1102274,Norway,First
"October 03, 2021",312593,415695,1576932,665310,1159788,Norway,First
"October 10, 2021",312599,416321,1582092,667520,1181783,Norway,First
"October 17, 2021",312604,416932,1590733,670513,1198180,Norway,First
"October 24, 2021",312631,417561,1599150,673745,1214992,Norway,First
"October 31, 2021",312632,417656,1600113,674344,1234470,Norway,First
"November 07, 2021",312632,417670,1600241,674439,1236536,Norway,First
"November 14, 2021",312632,417673,1600272,674444,1236560,Norway,First
"November 21, 2021",312632,417673,1600272,674444,1236560,Norway,First
"November 28, 2021",312632,417673,1600272,674444,1236560,Norway,First
"December 06, 2020",12090,7265,31591,7352,12044,Poland,First
"December 13, 2020",35305,19780,88050,19939,30202,Poland,First
"December 20, 2020",57621,31041,144405,32388,47873,Poland,First
"December 27, 2020",76714,40560,190645,42252,62019,Poland,First
"January 03, 2021",91909,48012,224879,49789,72426,Poland,First
"January 10, 2021",104283,54158,254226,56291,82303,Poland,First
"January 17, 2021",115934,60532,282790,62606,91540,Poland,First
"January 24, 2021",125694,65418,304774,67674,100007,Poland,First
"January 31, 2021",136246,70002,324591,72350,108315,Poland,First
"February 07, 2021",148264,75138,346862,77595,117482,Poland,First
"February 14, 2021",163302,80745,369940,82964,127290,Poland,First
"February 21, 2021",184801,87129,395571,89261,137260,Poland,First
"February 28, 2021",207187,94069,422736,95732,147239,Poland,First
"March 07, 2021",220699,101260,454048,103583,159400,Poland,First
"March 14, 2021",238352,109507,490440,112511,172108,Poland,First
"March 21, 2021",263264,118763,532447,123449,187933,Poland,First
"March 28, 2021",286394,128977,577712,135309,205348,Poland,First
"April 04, 2021",312582,141396,631849,150634,227871,Poland,First
"April 11, 2021",344334,156869,700235,169654,253904,Poland,First
"April 18, 2021",377567,174818,777843,191319,284791,Poland,First
"April 25, 2021",411284,193156,858747,214478,318383,Poland,First
"May 02, 2021",450457,214899,951634,241513,356392,Poland,First
"May 09, 2021",491380,237799,1047001,268803,393377,Poland,First
"May 16, 2021",553014,273842,1192941,311601,451968,Poland,First
"May 23, 2021",620272,320339,1378618,361665,516891,Poland,First
"May 30, 2021",718688,387230,1640999,430232,601666,Poland,First
"June 06, 2021",888591,488292,2036954,529023,714822,Poland,First
"June 13, 2021",940940,615041,2491807,638354,837813,Poland,First
"June 20, 2021",963946,691772,2847021,748004,952348,Poland,First
"June 27, 2021",996271,818418,3411724,907165,1109564,Poland,First
"July 04, 2021",996886,956589,4133284,1071090,1277922,Poland,First
"July 11, 2021",997202,999515,4876927,1292726,1514378,Poland,First
"July 18, 2021",997501,1014770,5355786,1589482,1943162,Poland,First
"July 25, 2021",997681,1026572,5525860,1960272,2480867,Poland,First
"August 01, 2021",997776,1035848,5639620,2156385,3150129,Poland,First
"August 08, 2021",997857,1045598,5752043,2276693,3907800,Poland,First
"August 15, 2021",997963,1051992,5834112,2318782,4485544,Poland,First
"August 22, 2021",998045,1056765,5883107,2344414,5068188,Poland,First
"August 29, 2021",998105,1065287,5918304,2359952,5325083,Poland,First
"September 05, 2021",998140,1077041,5987896,2389221,5583472,Poland,First
"September 12, 2021",998159,1080394,6101718,2448807,5800694,Poland,First
"September 19, 2021",998172,1083273,6200613,2506113,6004769,Poland,First
"September 26, 2021",998187,1086754,6275068,2548808,6192487,Poland,First
"October 03, 2021",998212,1090010,6303559,2562621,6423496,Poland,First
"October 10, 2021",998235,1093723,6319999,2569726,6638332,Poland,First
"October 17, 2021",998280,1103089,6371912,2593761,6871211,Poland,First
"October 24, 2021",998407,1113114,6437623,2628697,6956320,Poland,First
"October 31, 2021",998522,1135536,6565055,2699726,7007894,Poland,First
"November 07, 2021",998634,1143246,6639102,2746773,7040216,Poland,First
"November 14, 2021",998675,1144354,6662226,2762135,7050729,Poland,First
"November 21, 2021",998676,1144397,6663344,2762797,7051121,Poland,First
"November 28, 2021",998676,1144397,6663344,2762797,7051121,Poland,First
"December 05, 2021",998676,1144397,6663344,2762797,7051121,Poland,First
"December 06, 2020",1858,2201,5576,854,981,Portugal,First
"December 13, 2020",6809,7257,18709,2960,3331,Portugal,First
"December 20, 2020",10566,10900,27970,4599,5736,Portugal,First
"December 27, 2020",14473,14817,36625,5987,7791,Portugal,First
"January 03, 2021",17092,17621,42659,6779,8973,Portugal,First
"January 10, 2021",18893,19801,47445,7341,9717,Portugal,First
"January 17, 2021",21056,22767,53901,8127,10688,Portugal,First
"January 24, 2021",23144,25730,60450,9039,11740,Portugal,First
"January 31, 2021",25778,29909,69188,10049,12899,Portugal,First
"February 07, 2021",28185,32905,75546,10829,13802,Portugal,First
"February 14, 2021",31482,37948,86759,12339,15614,Portugal,First
"February 21, 2021",37206,45165,103503,14795,18462,Portugal,First
"February 28, 2021",50133,54333,122413,17603,21549,Portugal,First
"March 07, 2021",70810,67364,147665,21806,26000,Portugal,First
"March 14, 2021",113038,90142,194338,31917,35400,Portugal,First
"March 21, 2021",245624,146665,282842,40777,43716,Portugal,First
"March 28, 2021",423627,241211,361170,46073,51036,Portugal,First
"April 04, 2021",566351,329184,432154,50686,60020,Portugal,First
"April 11, 2021",570996,383246,485374,55003,74495,Portugal,First
"April 18, 2021",572636,404348,547283,60048,90573,Portugal,First
"April 25, 2021",572916,423918,651461,67016,103969,Portugal,First
"May 02, 2021",573201,438155,860264,79039,115008,Portugal,First
"May 09, 2021",573657,450132,1229499,114783,131559,Portugal,First
"May 16, 2021",573903,452310,1545508,167380,150794,Portugal,First
"May 23, 2021",574326,455308,1819141,245483,173282,Portugal,First
"May 30, 2021",574921,458458,2060127,322365,196534,Portugal,First
"June 06, 2021",575328,461385,2189221,516252,231742,Portugal,First
"June 13, 2021",575612,463797,2232379,656999,276754,Portugal,First
"June 20, 2021",575925,466104,2259337,800614,336810,Portugal,First
"June 27, 2021",576245,468236,2292540,935138,473488,Portugal,First
"July 04, 2021",576425,470518,2318226,976904,694197,Portugal,First
"July 11, 2021",576539,472379,2329038,991784,1038992,Portugal,First
"July 18, 2021",576591,475073,2340481,1001734,1362081,Portugal,First
"July 25, 2021",576622,476396,2351947,1008505,1554742,Portugal,First
"August 01, 2021",576672,480723,2441506,1070958,1825363,Portugal,First
"August 08, 2021",576707,481546,2450814,1080171,2063821,Portugal,First
"August 15, 2021",576724,482253,2455735,1085131,2192341,Portugal,First
"August 22, 2021",576759,485575,2498397,1109814,2380434,Portugal,First
"August 29, 2021",576765,485871,2503300,1113111,2455047,Portugal,First
"September 05, 2021",576786,487280,2519999,1127189,2520108,Portugal,First
"September 12, 2021",576800,488244,2527815,1145085,2633472,Portugal,First
"September 19, 2021",576825,489590,2539655,1172953,2770056,Portugal,First
"September 26, 2021",576858,491924,2562187,1186101,2836022,Portugal,First
"October 03, 2021",576896,493418,2576174,1191231,2856627,Portugal,First
"October 10, 2021",576932,494423,2586388,1195321,2865690,Portugal,First
"October 17, 2021",576948,495831,2602303,1203059,2882960,Portugal,First
"October 24, 2021",577018,499715,2640267,1223116,2943787,Portugal,First
"October 31, 2021",577034,501169,2657250,1231594,2967159,Portugal,First
"November 07, 2021",577040,503026,2685362,1241194,2976716,Portugal,First
"November 14, 2021",577042,504224,2706237,1247045,2979706,Portugal,First
"November 21, 2021",577042,504397,2709504,1248153,2980283,Portugal,First
"November 28, 2021",577042,504397,2709504,1248153,2980283,Portugal,First
"December 05, 2021",577042,504397,2709504,1248153,2980283,Portugal,First
"December 06, 2020",5539,3432,11476,4774,8998,Romania,First
"December 13, 2020",14607,8864,31082,13844,26585,Romania,First
"December 20, 2020",26147,16083,61027,27563,50879,Romania,First
"December 27, 2020",38660,24368,95704,43028,77316,Romania,First
"January 03, 2021",59355,36567,145626,66500,123541,Romania,First
"January 10, 2021",90107,62134,251699,114393,199686,Romania,First
"January 17, 2021",111355,81353,346622,158898,271276,Romania,First
"January 24, 2021",123784,91034,389169,176829,299467,Romania,First
"January 31, 2021",134765,99707,421636,189115,317732,Romania,First
